QC,Study ID,Reference,Collector,coral,plant,algae,fish,inverts,mobile inverts,sessile inverts,marine mammals,phytoplankton,zooplankton,mesh size,mesh size units,Descriptor of Taxa Sampled,Sys,Lat,Long,Loc,Event,Event type,A priori,Year of Event,Notes,Vis,Trwl,Line,Drdg,Trp,Source,Site,n1,n2,sub1,sub2,I1,I2,ind1_error,ind1_error_type,ind2_error,ind2_error_type,P1,P2,SiSz,SiSz (units),PltSz,PltSz (units),T1,T1m,T2,T2m,SppR1,SppR1 Error,SppR1 Error Type,SppR2,SppR2 Error,SppR2 Error Type,Shan1,Shan1 Error,Shan1 Error Type,Shan2,Shan2 Error,Shan2 Error Type,Simps1,Simps1 Error,Simps1 Error Type,Simps2,Simps2 Error,Simps2 Error Type,Even1,Even1 Error,Even1 Error Type,Even2,Even2 Error,Even2 Error Type
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2003,May,2004,May,9.409090909,1.545454545,SE,10.09090909,1.090909091,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2003,Jun,2004,Jun,10.45454545,2.909090909,SE,9.727272727,2.136363636,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2003,Jun,2004,Jun,11.77272727,2.409090909,SE,11.81818182,1.772727273,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2003,Jul,2004,Jul,12.18181818,1.045454545,SE,11.13636364,1.227272727,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2003,Jul,2004,Jul,14.45454545,0.409090909,SE,13.18181818,1.181818182,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2003,Aug,2004,Aug,14.5,0.909090909,SE,15.5,0.954545455,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2003,Aug,2004,Aug,15.45454545,1.318181818,SE,9.772727273,2.818181818,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2003,Sep,2004,Sep,15.5,0.954545455,SE,13.36363636,2.954545455,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2003,Sep,2004,Sep,12.86363636,1.181818182,SE,13.72727273,1.363636364,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2003,Oct,2004,Oct,11.81818182,1.909090909,SE,14.77272727,2.818181818,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2003,Oct,2004,Oct,13.77272727,2.454545455,SE,8,0.681818182,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2003,Nov,2004,Nov,6.318181818,3.363636364,SE,10.09090909,2.681818182,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2003,Nov,2004,Nov,8.318181818,1.045454545,SE,9.409090909,2.136363636,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2003,Dec,2004,Dec,10.36363636,0.818181818,SE,5.636363636,0.772727273,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2003,Dec,2004,Dec,6.681818182,0.954545455,SE,5.636363636,1.318181818,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Jan,2005,Jan,5.636363636,0.409136364,SE,5.636363636,1,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Jan,2005,Jan,5.954545455,1.136363636,SE,6.363636364,0.954545455,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Feb,2005,Feb,5.954545455,0.681818182,SE,2,0.136363636,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Feb,2005,Feb,3.590909091,1,SE,4.318181818,1.272727273,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Mar,2005,Mar,2.545454545,1,SE,2.681818182,0.409090909,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Mar,2005,Mar,4.272727273,1.409090909,SE,3.227272727,1,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Apr,2005,Apr,5.272727273,1.363636364,SE,3.590909091,0.954545455,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Apr,2005,Apr,5.954545455,0.681818182,SE,7.681818182,0.454545455,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,May,2005,May,9.727272727,2.5,SE,8.045454545,0.636363636,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,May,2005,May,10.09090909,1.090909091,SE,6.363636364,1.272727273,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Jun,2005,Jun,9.727272727,2.136363636,SE,11.81818182,0.954545455,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Jun,2005,Jun,11.81818182,1.772727273,SE,13.18181818,1.545454545,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Jul,2005,Jul,11.13636364,1.227272727,SE,11.86363636,0.954545455,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Jul,2005,Jul,13.18181818,1.181818182,SE,16.5,1.545454545,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Aug,2005,Aug,15.5,0.954545455,SE,18.90909091,1,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Aug,2005,Aug,9.772727273,2.818181818,SE,16.18181818,2.227272727,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Sep,2005,Sep,13.36363636,2.954545455,SE,14.77272727,1.818181818,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Sep,2005,Sep,13.72727273,1.363636364,SE,14.45454545,1.545454545,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Oct,2005,Oct,14.77272727,2.818181818,SE,13.22727273,1.727272727,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Oct,2005,Oct,8,0.681818182,SE,11.5,2.318181818,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Nov,2005,Nov,10.09090909,2.681818182,SE,8.727272727,1,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Nov,2005,Nov,9.409090909,2.136363636,SE,8.363636364,0.772727273,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Dec,2005,Dec,5.636363636,0.772727273,SE,9.090909091,1.545454545,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2004,Dec,2005,Dec,5.636363636,1.318181818,SE,3.590909091,0.772727273,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2005,Jan,2006,Jan,5.636363636,1,SE,4.954545455,1.318181818,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2005,Jan,2006,Jan,6.363636364,0.954545455,SE,7.045454545,0.590909091,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2005,Feb,2006,Feb,2,0.136363636,SE,6.045454545,0.045454545,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2005,Feb,2006,Feb,4.318181818,1.272727273,SE,4.636363636,0.954545455,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2005,Mar,2006,Mar,2.681818182,0.409090909,SE,4.863636364,0.136363636,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2005,Mar,2006,Mar,3.227272727,1,SE,4.590909091,0.409090909,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2005,Apr,2006,Apr,3.590909091,0.954545455,SE,4.954545455,0.681818182,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2005,Apr,2006,Apr,7.681818182,0.454545455,SE,5.681818182,0.409090909,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2005,May,2006,May,8.045454545,0.636363636,SE,4.636363636,1.727272727,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2005,May,2006,May,6.363636364,1.272727273,SE,10.45454545,1,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2005,Jun,2006,Jun,11.81818182,0.954545455,SE,13.72727273,1.5,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2005,Jun,2006,Jun,13.18181818,1.545454545,SE,9.727272727,1.045454545,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2005,Jul,2006,Jul,11.86363636,0.954545455,SE,14.13636364,0.681818182,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2005,Jul,2006,Jul,16.5,1.545454545,SE,14.40909091,2.181818182,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2005,Aug,2006,Aug,18.90909091,1,SE,11.13636364,0.681818182,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,415,Masuda 2007,MH,0,0,0,1,0,0,0,0,0,0,,,All fish spp,rocky subtidal,35.48333333,135.3666667,Japan,No,NA,No,,"Surveys were done every 2 weeks, so there are 2 points per month",1,0,0,0,0,Fig 2,Wasaka Bay,3,3,,,,,,,,,,,,,400,m^2,2005,Aug,2006,Aug,16.18181818,2.227272727,SE,14.45454545,1.272727273,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
