TI,Completed?,Study Used?,Study ID,Author.Year,Filtered,Database,Authors,Title,Journal,Volume,Issue,Start.Page,End.Page,Electronic.ID,DOI,Year,Initial Notes,Reason for Rejection,Additional Notes,Part of a Long-Term Sampling Project?,"If part of a project, what is the project's name?"
Daniel,,,555,,Patrick,ISI,"Perus, J; Bonsdorff, E","Long-term changes in macrozoobenthos in the Aland archipelago, northern Baltic Sea",JOURNAL OF SEA RESEARCH,52,1,45,56,,10.1016/j.sears.2003.07.004,2004,"Need to check paper to be certain, but looks good",,,,
Daniel,,,570,,Patrick,ISI,"Rueda, JL; Salas, C",Temporal dynamics of molluscan assemblages from soft and bioclastic bottoms in the Strait of Gibraltar,CAHIERS DE BIOLOGIE MARINE,44,3,237,248,,,2003,En Frances,,,,
Daniel,,,584,,Patrick,ISI,"Raso, JEG; Manjon-Cabeza, ME",An infralittoral decapod crustacean community of Southern Spain affected by anthropogenic disturbances,JOURNAL OF CRUSTACEAN BIOLOGY,22,1,83,90,,,2002,,,,,
Daniel,,,590,,Patrick,ISI,"Solana-Sansores, R","Spatial patterns of the epipelagic species caught incidentally in the tuna fishery on floating objects, in the eastern Pacific Ocean",CIENCIAS MARINAS,27,3,445,479,,,2001,"Not sure on this one, would have to read more than the abstract to determine if its sutiable",,,,
Daniel,,,622,,Tenzing,ISI,"Phillips, JA; Conacher, C; Horrocks, J","Marine macroalgae from the Gulf of Carpentaria, tropical northern Australia",AUSTRALIAN SYSTEMATIC BOTANY,12,3,449,478,,10.1071/SB98010,1999,,,,,
Daniel,,,632,,Tenzing,ISI,"Debrot, AO; Kuenen, MMCE; Dekker, K","Recent declines in the coral fauna of the Spaanse Water, Curacao, Netherlands Antilles",BULLETIN OF MARINE SCIENCE,63,3,571,580,,,1998,,,,,
Daniel,,,639,,Jarrett,ISI,"Pearson, TH; Mannvik, HP",Long-term changes in the diversity and faunal structure of benthic communities in the northern North Sea: natural variability or induced instability?,HYDROBIOLOGIA,375-76,,317,329,,10.1023/A:1017009022463,1998,,,,,
Daniel,,,640,,Tenzing,ISI,"Padisak, J; Krienitz, L; Scheffler, W; Koschel, R; Kristiansen, J; Grigorszky, I",Phytoplankton succession in the oligotrophic Lake Stechlin (Germany) in 1994 and 1995,HYDROBIOLOGIA,370,,179,197,,,1998,,,,,
Daniel,,,645,,Tenzing,ISI,"Leslie, AJ; Crisman, TL; Prenger, JP; Ewel, KC",Benthic macroinvertebrates of small Florida pondcypress swamps and the influence of dry periods,WETLANDS,17,4,447,455,,,1997,,,,,
Daniel,,,663,,Tenzing,ISI,"TAPP, JF; SHILLABEER, N; ASHMAN, CM","CONTINUED OBSERVATIONS OF THE BENTHIC FAUNA OF THE INDUSTRIALIZED TEES ESTUARY, 1979-1990",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,172,1/2/2014,67,80,,10.1016/0022-0981(93)90089-7,1993,As per abstract. Do not have access to the full paper,,,,
Daniel,,,666,,Tenzing,ISI,"DELEEUW, J; APON, LP; HERMAN, PMJ; DEMUNCK, W; BEEFTINK, WG",VEGETATION RESPONSE TO EXPERIMENTAL AND NATURAL DISTURBANCE IN 2 SALT-MARSH PLANT-COMMUNITIES IN THE SOUTHWEST NETHERLANDS,NETHERLANDS JOURNAL OF SEA RESEARCH,30,,279,288,,10.1016/0077-7579(92)90066-N,1992,,,,,
Daniel,,,667,,Jarrett,ISI,"HENDERSON, PA; JAMES, D; HOLMES, RHA",TROPHIC STRUCTURE WITHIN THE BRISTOL CHANNEL - SEASONALITY AND STABILITY IN BRIDGWATER BAY,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,72,3,675,690,,,1992,,,,,
Daniel,,,680,,Jarrett,ISI,"DIAZCASTANEDA, V; SAFRAN, P; BELLAN, G; LEPRETRE, A",ASSOCIATION OF 2 COMPLEMENTARY MATHEMATICAL-METHODS - CORRESPONDENCE-ANALYSIS AND RANK-FREQUENCY DIAGRAMS IN THE STUDY OF THE ORGANIZATION AND STRUCTURE OF BENTHIC MEDITERRANEAN POPULATIONS,CAHIERS DE BIOLOGIE MARINE,32,1,23,43,,,1991,,,,,
Daniel,,,690,,Aaron,Aquatic Commons,"Auth, T., Brodeur, R. and Fisher, K.","Diel variation in vertical distribution of an offshore ichthyoplankton community off the Oregon coast.
","Fishery Bulletin
",105,3,313,326,,,2007,,,,,
Daniel,,,699,,Aaron,Aquatic Commons,"Carlson, J. and Brusher, J.","An Index of Abundance for Coastal Species of Juvenile Sharks from the Northeast Gulf of Mexico.
","Marine Fisheries Review
",61,3,37,45,,,1999,,,,,
Daniel,,,714,,Aaron,Aquatic Commons,"Hudson, J., Anderson, J., Franklin, E., Schittone, J. and Stratton, A.","M/V WELLWOOD Coral Reef Restoration Monitoring Report, Monitoring Events 2004ÃƒÂ‚Ã‚Â_2006. Florida Keys National Marine Sanctuary Monroe County, Florida.
","NOAA/National Ocean Service/National Marine Sanctuary Program
",,,,,,,2007,,,,,
Daniel,,,716,,Aaron,Aquatic Commons,"Jeffrey, C., Pattengill-Semmens, C., Gittings, S. and Monaco, M.","Distribution and sighting frequency of reef fishes in the Florida Keys National Marine Sanctuary.
",National Ocean Service/Marine Sanctuaries Division,,,,,,,2001,,,,,
Jarrett,Yes,No,20,Lindeque et al. 2013,Alexa,ISI,"Lindeque, Penelope K.; Parry, Helen E.; Harmer, Rachel A.; Somerfield, Paul J.; Atkinson, Angus",Next Generation Sequencing Reveals the Hidden Diversity of Zooplankton Assemblages,PLOS ONE,8,11,,,e81327,10.1371/journal.pone.0081327,2013,use morphology and sequnce for zooplankton,Ssampled only 4 months apart - Sep 2010 and Jan 2011,,,
Jarrett,Yes,Yes,29,Link et al. 2013,Alexa,ISI,"Link, Heike; Piepenburg, Dieter; Archambault, Philippe","Are Hotspots Always Hotspots? The Relationship between Diversity, Resource and Ecosystem Functions in the Arctic",PLOS ONE,8,9,,,UNSP e74077,10.1371/journal.pone.0074077,2013,at taxonomic/functional levle,,,,
Jarrett,Yes,No,40,Burt et al. 2013,Alexa,ISI,"Burt, John A.; Al-Khalifa, Khalifa; Khalaf, Ebtesam; AlShuwaikh, Bassem; Abdulwahab, Ahmed",The continuing decline of coral reefs in Bahrain,MARINE POLLUTION BULLETIN,72,2,357,363,,10.1016/j.marpolbul.2012.08.022,2013,"compare to historical data; richness, %cover",Only sampled 2011,,,
Jarrett,,,48,Belchier and Lawson 2013,Alexa,ISI,"Belchier, Mark; Lawson, Jennifer","An analysis of temporal variability in abundance, diversity and growth rates within the coastal ichthyoplankton assemblage of South Georgia (sub-Antarctic)",POLAR BIOLOGY,36,7,969,983,,10.1007/s00300-013-1321-9,2013,,,,,
Jarrett,Yes,No,50,Rice et al. 2013,Alexa,ISI,"Rice, Jake; Daan, Niels; Gislason, Henrik; Pope, John",Does functional redundancy stabilize fish communities?,ICES JOURNAL OF MARINE SCIENCE,70,4,734,742,,10.1093/icesjms/fst071,2013,abundance (1977-2010),"Only common species, various sampling methods","Daan, N., Gislason, H., Pope, J. G., and Rice, J. C. 2005. Changes in the North Sea fish community: evidence of indirect effects of fishing? ICES Journal of Marine Science, 62: 177â€“188.",yes,North Sea IBTS Trawl Survey
Jarrett,Yes,No,71,Ilves et al. 2013,Alexa,ISI,"Ilves, Katriina L.; Quattrini, Andrea M.; Westneat, Mark W.; Eytan, Ron I.; Chaplin, Gordon W.; Hertler, Heidi; Lundberg, John G.","Detection of shifts in coral reef fish assemblage structure over 50 years at reefs of New Providence Island, The Bahamas highlight the value of the Academy of Natural Sciences' collections in a changing world",PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,162,,61,87,,,2013,compares with historical data,"Site level sampling. Spread Rotenone over a whole reef, then sampled fish that died. Not a transect/quad/tow or other type of quantitative survey",GOD I WISH WE COULD USE THIS! Great comparison to 1955 samples,,
Jarrett,Yes,No,72,Jiang et al. 2013,Alexa,ISI,Jiang Mei; Shen Xin-Qiang; Li Lei; Quan Wei-Min,Annual variability of ichthyoplankton in the Yangtze River estuary of China from August 2002 to 2009,OCEANOLOGICAL AND HYDROBIOLOGICAL STUDIES,42,1,59,69,,10.2478/s13545-013-0060-4,2013,,Taxonomic level variable,,,
Jarrett,Yes,No,80,Edwards et al. 2013,Alexa,ISI,"Edwards, Martin; Beaugrand, Gregory; Helaouet, Pierre; Alheit, Juergen; Coombs, Stephen",Marine Ecosystem Response to the Atlantic Multidecadal Oscillation,PLOS ONE,8,2,,,e57212,10.1371/journal.pone.0057212,2013,abundances; use historical fisheries data from past century,No richness measure in study,"Reid PC, Colebrook JM, Matthews JBL, Aiken J, et al. (2003) The Continuous Plankton Recorder: concepts and history, from plankton indicator to undulating recorders. Prog Oceanogr 58:117â€“173 - http://www.sahfos.ac.uk/cpr-data/introduction.aspx",Yes,Continuous plankton recorder
Jarrett,,,89,Sogawa et al. 2013,Alexa,ISI,"Sogawa, Sayaka; Sugisaki, Hiroya; Saito, Hiroaki; Okazaki, Yuji; Shimode, Shinji; Kikuchi, Tomohiko",Congruence between euphausiid community and water region in the northwestern Pacific: particularly in the Oyashio-Kuroshio Mixed Water Region,JOURNAL OF OCEANOGRAPHY,69,1,71,85,,10.1007/s10872-012-0158-0,2013,,,,,
Jarrett,Yes,No,110,Mariani et al. 2013,Alexa,ISI,"Mariani, Patrizio; Andersen, Ken H.; Visser, Andre W.; Barton, Andrew D.; Kiorboe, Thomas",Control of plankton seasonal succession by adaptive grazing,LIMNOLOGY AND OCEANOGRAPHY,58,1,173,184,,10.4319/lo.2013.58.1.0173,2013,"model, might not actually be useful",Model only,,Yes,Cpr
Jarrett,,,121,Vargas-Zamora et al. 2012,Alexa,ISI,"Vargas-Zamora, Jose A.; Sibaja-Cordero, Jeffrey A.; Vargas-Castillo, Rita","Crustaceans from a tropical estuarine sand-mud flat, Pacific, Costa Rica, (1984-1988) revisited",REVISTA DE BIOLOGIA TROPICAL,60,4,1763,1781,,,2012,,,,,
Jarrett,,,125,Masi et al. 2012,Alexa,ISI,"Masi, B. P.; Zalmon, I. R.","Intra-annual variation of intertidal benthic community in a breakwater zone on the north coast of Rio de Janeiro, Brazil",COMMUNITY ECOLOGY,13,2,137,144,,10.1556/ComEc.13.2012.2.2,2012,,,,,
Jarrett,Yes,No,132,Klauschies et al. 2012,Alexa,ISI,"Klauschies, Toni; Bauer, Barbara; Aberle-Malzahn, Nicole; Sommer, Ulrich; Gaedke, Ursula",Climate change effects on phytoplankton depend on cell size and food web structure,MARINE BIOLOGY,159,11,2455,2478,,10.1007/s00227-012-1904-y,2012,mesocosm,"Subset of species sampled, and aggregated into groups",,,
Jarrett,,,137,Bellwood et al. 2012,Alexa,ISI,"Bellwood, David R.; Baird, Andrew H.; Depczynski, Martial; Gonzalez-Cabello, Alonso; Hoey, Andrew S.; Lefevre, Carine D.; Tanner, Jennifer K.",Coral recovery may not herald the return of fishes on damaged coral reefs,OECOLOGIA,170,2,567,573,,10.1007/s00442-012-2306-z,2012,,,,,
Jarrett,,,138,Magurran et al. 2012,Alexa,ISI,"Magurran, Anne E.; Henderson, Peter A.",How selection structures species abundance distributions,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,279,1743,3722,3726,,10.1098/rspb.2012.1379,2012,Sampled for 3 years; Maybe supplemental information will have those numbers,,,,
Jarrett,,,145,Kim et al. 2012,Alexa,ISI,"Kim, Suam; Kang, Sukyung; Zhang, Chang-Ik; Seo, Hyunju; Kang, Minho; Kim, Jung J.",Comparison of fisheries yield and oceanographic features at the southern boundaries of the western and eastern Subarctic Pacific Ocean,ICES JOURNAL OF MARINE SCIENCE,69,7,1141,1147,,10.1093/icesjms/fss054,2012,,,,,
Jarrett,,,154,Sun et al. 2012,Alexa,ISI,Sun Song; Li Yinghong; Sun Xiaoxia,"Changes in the small-jellyfish community in recent decades in Jiaozhou Bay, China",CHINESE JOURNAL OF OCEANOLOGY AND LIMNOLOGY,30,4,507,518,,10.1007/s00343-012-1179-7,2012,Abundances,,,,
Jarrett,,,161,Du et al. 2012,Alexa,ISI,"Du, Yongfen; Xu, Kuidong; Warren, Alan; Lei, Yanli; Dai, Renhai",Benthic ciliate and meiofaunal communities in two contrasting habitats of an intertidal estuarine wetland,JOURNAL OF SEA RESEARCH,70,,50,63,,10.1016/j.seares.2012.03.004,2012,meofauna and protozoa,,,,
Jarrett,,,167,Skriptsova et al. 2012,Alexa,ISI,"Skriptsova, Anna V.; Levenets, Irina R.","Seasonal dynamics of subtidal macrophyte assemblages in Sobol Bay (Peter the Great Bay, Sea of Japan) in relation to depth",JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,92,3,429,437,,10.1017/S0025315411000968,2012,,,,,
Jarrett,,,187,,Daniel,ISI,"Grizzetti, Bruna; Bouraoui, Faycal; Aloe, Alberto",Changes of nitrogen and phosphorus loads to European seas,GLOBAL CHANGE BIOLOGY,18,2,769,782,,10.1111/j.1365-2486.2011.02576.x,2012,Sample Biodiver. by modeling and prediction,,,,
Jarrett,,,188,,Daniel,ISI,"Leal, Miguel Costa; Puga, Joao; Serodio, Joao; Gomes, Newton C. M.; Calado, Ricardo",Trends in the Discovery of New Marine Natural Products from Invertebrates over the Last Two Decades - Where and What Are We Bioprospecting?,PLOS ONE,7,1,,,e30580,10.1371/journal.pone.0030580,2012,,,,,
Jarrett,,,193,,Daniel,ISI,"Burrows, Julia A.; Harvey, James T.; Newton, Kelly M.; Croll, Donald A.; Benson, Scott R.","Marine mammal response to interannual variability in Monterey Bay, California",MARINE ECOLOGY PROGRESS SERIES,461,,257,271,,10.3354/meps09712,2012,,,,,
Jarrett,,,197,,Daniel,ISI,"Bolton, J. J.; Anderson, R. J.; Smit, A. J.; Rothman, M. D.",South African kelp moving eastwards: the discovery of Ecklonia maxima (Osbeck) Papenfuss at De Hoop Nature Reserve on the south coast of South Africa,AFRICAN JOURNAL OF MARINE SCIENCE,34,1,147,151,,10.2989/1814232X.2012.675125,2012,,,,,
Jarrett,,,200,,Daniel,ISI,"Shackell, Nancy L.; Fisher, Jonathan A. D.; Frank, Kenneth T.; Lawton, Peter",Spatial scale of similarity as an indicator of metacommunity stability in exploited marine systems,ECOLOGICAL APPLICATIONS,22,1,336,348,,,2012,,,,,
Jarrett,,,201,,Daniel,ISI,"Schlueter, Merja H.; Kraberg, Alexandra; Wiltshire, Karen H.",Long-term changes in the seasonality of selected diatoms related to grazers and environmental conditions,JOURNAL OF SEA RESEARCH,67,1,91,97,,10.1016/j.seares.2011.11.001,2012,,,,,
Jarrett,,,208,,Daniel,ISI,"Hussin, W. M. Rauhan Wan; Cooper, Keith M.; Frojan, Christopher R. S. Barrio; Defew, Emma C.; Paterson, David M.",Impacts of physical disturbance on the recovery of a macrofaunal community: A comparative analysis using traditional and novel approaches,ECOLOGICAL INDICATORS,12,1,37,45,,10.1016/j.ecolind.2011.03.016,2012,,,,,
Jarrett,,,231,,Daniel,ISI,"Wagner, Carola; Adrian, Rita",Consequences of changes in thermal regime for plankton diversity and trait composition in a polymictic lake: a matter of temporal scale,FRESHWATER BIOLOGY,56,10,1949,1961,,10.1111/j.1365-2427.2011.02623.x,2011,,,,,
Jarrett,,,245,,Daniel,ISI,"Angel Peralta-Meixueiro, Miguel; Eugenia Vega-Cendejas, Maria","Spatial and temporal structure of fish assemblages in a hyperhaline coastal system: Ria Lagartos, Mexico",NEOTROPICAL ICHTHYOLOGY,9,3,673,682,,,2011,,,,,
Jarrett,,,251,,Daniel,ISI,"Hamilton, R. J.; Potuku, T.; Montambault, J. R.",Community-based conservation results in the recovery of reef fish spawning aggregations in the Coral Triangle,BIOLOGICAL CONSERVATION,144,6,1850,1858,,10.1016/j.biocon.2011.03.024,2011,,,,,
Jarrett,,,253,,Daniel,ISI,"Yang, Guang; Li, Chaolun; Sun, Song","Inter-annual variation in summer zooplankton community structure in Prydz Bay, Antarctica, from 1999 to 2006",POLAR BIOLOGY,34,6,921,932,,10.1007/s00300-010-0948-z,2011,,,,,
Jarrett,,,271,,Daniel,ISI,"Serrano, L. G.; Cardell, M. J.; Lozoya, J. P.; Sarda, R.","A polychaete-dominated community in the NW Mediterranean Sea, 20 years after cessation of sewage discharges",ITALIAN JOURNAL OF ZOOLOGY,78,,333,346,,10.1080/11250003.2011.582298,2011,,,,,
Jarrett,,,281,,Daniel,ISI,"Rensel, J. E. Jack; Haigh, Nicola; Tynan, Tim J.",Fraser river sockeye salmon marine survival decline and harmful blooms of Heterosigrna akashiwo,HARMFUL ALGAE,10,1,98,115,,10.1016/j.hal.2010.07.005,2010,,,,,
Jarrett,,,288,,Daniel,ISI,"Wang, Xue-hui; Du, Fi-yan; Qiu, Yong-song; Li, Chun-hou; Sun, Dian-rong; Jia, Xiao-ping","[Variations of fish species diversity, faunal assemblage, and abundances in Daya Bay in 1980-2007].","Ying yong sheng tai xue bao = The journal of applied ecology / Zhongguo sheng tai xue xue hui, Zhongguo ke xue yuan Shenyang ying yong sheng tai yan jiu suo zhu ban",21,9,2403,10,,,2010,,,,,
Jarrett,,,335,,Jillian,ISI,"Rhyne, Andrew; Rotjan, Randi; Bruckner, Andrew; Tlusty, Michael",Crawling to Collapse: Ecologically Unsound Ornamental Invertebrate Fisheries,PLOS ONE,4,12,,,e8413,10.1371/journal.pone.0008413,2009,"Possibly has species richness, but it might be quite difficult to tease out.",,,,
Jarrett,,,351,,Jillian,ISI,"Doustshenas, B; Savari, A; Nabavi, S M B; Kochanian, P; Sadrinasab, M",Applying Benthic Index of Biotic Integrity in a soft bottom ecosystem in North of the Persian Gulf.,Pakistan journal of biological sciences: PJBS,12,12,902,7,,,2009,But data aggregated across years :(,,,,
Jarrett,,,355,,Jillian,ISI,"Borja, Angel; Muxika, Inigo; German Rodriguez, Jose","Paradigmatic responses of marine benthic communities to different anthropogenic pressures, using M-AMBI, within the European Water Framework Directive",MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,30,2,214,227,,10.1111/j.1439-0485.2008.00272.x,2009,But the richness measure seems to be built into another index and I don't know that it will be able to be extracted,,,,
Jarrett,,,367,,Jillian,ISI,"Oakes, Christopher T.; Pondella, Daniel J., II",The Value of a Net-Cage as a Fish Aggregating Device in Southern California,JOURNAL OF THE WORLD AQUACULTURE SOCIETY,40,1,1,21,,10.1111/j.1749-7345.2008.00233.x,2009,But gives annual mean (only one year),,,,
Jarrett,,,371,,Jillian,ISI,"Storz, David; Schulz, Hartmut; Waniek, Joanna J.; Schulz-Bull, Detlef E.; Kucera, Michal",Seasonal and interannual variability of the planktic foraminiferal flux in the vicinity of the Azores Current,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,56,1,107,124,,10.1016/j.dsr.2008.08.009,2009,,,,,
Jarrett,,,381,,Jillian,ISI,"Gascon, S.; Boix, D.; Sala, J.; Quintana, X. D.",Patterns in size and species diversity of benthic macroinvertebrates in Mediterranean salt marshes,MARINE ECOLOGY PROGRESS SERIES,391,,21,32,,10.3354/meps08151,2009,,,,,
Jarrett,,,383,,Jillian,ISI,"Auster, P. J.; Link, J. S.",Compensation and recovery of feeding guilds in a northwest Atlantic shelf fish community,MARINE ECOLOGY PROGRESS SERIES,382,,163,172,,10.3354/meps07962,2009,But maybe not enough species surveyed with relative abundance?,,,,
Jarrett,,,387,,Jillian,ISI,"Gannon, Damon P.; McCabe, Elizabeth J. Berens; Camilleri, Sandra A.; Gannon, Janet G.; Brueggen, Mary K.; Barleycorn, Aaron A.; Palubok, Valeriy I.; Kirkpatrick, Gary J.; Wells, Randall S.",Effects of Karenia brevis harmful algal blooms on nearshore fish communities in southwest Florida,MARINE ECOLOGY PROGRESS SERIES,378,,171,186,,10.3354/meps07853,2009,,,,,
Jarrett,,,396,,Jillian,ISI,"Hereu, Bernat; Zabala, Mikel; Sala, Enric",MULTIPLE CONTROLS OF COMMUNITY STRUCTURE AND DYNAMICS IN A SUBLITTORAL MARINE ENVIRONMENT,ECOLOGY,89,12,3423,3435,,10.1890/07-0613.1,2008,It has cover and species but I don't know if ALL species were accounted for,,,,
Jarrett,,,402,,Jillian,ISI,"Tilot, V.; Leujak, W.; Ormond, R. F. G.; Ashworth, J. A.; Mabrouk, A.",Monitoring of South Sinai coral reefs: influence of natural and anthropogenic factors,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,18,7,1109,1126,,10.1002/aqc.942,2008,Not 12 months? Only 11?,,,,
Jarrett,,,405,,Jillian,ISI,"Wang, You-Shao; Lou, Zhi-Ping; Sun, Cui-Ci; Sun, Song","Ecological environment changes in Daya Bay, China, from 1982 to 2004",MARINE POLLUTION BULLETIN,56,11,1871,1879,,10.1016/j.marpolbul.2008.07.017,2008,,,,,
Jarrett,,,411,,Jillian,ISI,"Camatti, Elisa; Comaschi, Alessandra; de Olazabal, Alessandra; Umani, Serena Fonda","Annual dynamics of the mesozooplankton communities in a highly variable ecosystem (North Adriatic Sea, Italy)",MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,29,3,387,398,,10.1111/j.1439-0485.2008.00256.x,2008,But mean richness over multiple years is given. Annual diversity measures are not provided.,,,,
Jarrett,,,419,,Jillian,ISI,"Beuchel, Frank; Gulliksen, Bjorn","Temporal patterns of benthic community development in an Arctic fjord (Kongsfjorden, Svalbard): results of a 24-year manipulation study",POLAR BIOLOGY,31,8,913,924,,10.1007/s00300-008-0429-9,2008,Broad taxonomic groups,,,,
Jarrett,,,420,,Jillian,ISI,"Hily, C.; Le Loc'h, F.; Grall, J.; Glemarec, M.",Soft bottom macrobenthic communities of North Biscay revisited: Long-term evolution under fisheries-climate forcing,ESTUARINE COASTAL AND SHELF SCIENCE,78,2,413,425,,10.1016/j.ecss.2008.01.004,2008,,,,,
Jarrett,,,431,,Marc,ISI,"Gabriel, Genzano; Mianzan, Hermes; Bouillon, Jean",Hydromedusae (Cnidaria : Hydrozoa) from the temperate southwestern Atlantic ocean: a review,ZOOTAXA,,1750,1,18,,,2008,,,,,
