"QC","Study.ID","Reference","Collector","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Loc","Event","Event.type","A.priori.","Year.of.Event","Notes","Source","Site","PltSz","PltSz..units.","event_category","expected_change","event_notes","PlotSize","PlotSizeUnits","id","taxa","samp_method","n1","sub1","I1","ind1_error","ind1_error_type","P1","T1","T1m","SppR1","SppR1.Error","SppR1.Error.Type","Shan1","Shan1.Error","Shan1.Error.Type","Simps1","Simps1.Error","Simps1.Error.Type","Even1","Even1.Error","Even1.Error.Type","SppR1.SD","Shan1.SD","Simps1.SD","Even1.SD","n2","sub2","I2","ind2_error","ind2_error_type","P2","T2","T2m","SppR2","SppR2.Error","SppR2.Error.Type","Shan2","Shan2.Error","Shan2.Error.Type","Simps2","Simps2.Error","Simps2.Error.Type","Even2","Even2.Error","Even2.Error.Type","SppR2.SD","Shan2.SD","Simps2.SD","Even2.SD","Duration","yi.SppR.MD","vi.SppR.MD","yi.SppR.SMD","vi.SppR.SMD","yi.SppR.ROM","vi.SppR.ROM","yi.SppR.SMDH","vi.SppR.SMDH","yi.Shan.MD","vi.Shan.MD","yi.Shan.SMD","vi.Shan.SMD","yi.Shan.ROM","vi.Shan.ROM","yi.Shan.SMDH","vi.Shan.SMDH","yi.Even.MD","vi.Even.MD","yi.Even.SMD","vi.Even.SMD","yi.Even.ROM","vi.Even.ROM","yi.Even.SMDH","vi.Even.SMDH","temp_id","Scale","AbundUnitsOrig","study_sub_site","studyName","PltSzUnits","SiAreaCalc","SiLinearExtentUnits","Event_type","Lat","Long","A_priori","Year_of_Event"
NA,"337","Peterson 2009","JD",240,"µm","zooplankton","pelagic","Newport, Oregon","No",NA,"No",NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.2/2)^2)*62 (depth was 62 m to surface). Sampling Oct - April, therefore January used as month","Figure 3, Table 2","NH 05 bongo net winter",1.9468,"m^3",NA,NA,"",1.9468,"m^3",2706,"zooplankton","Trwl",7,0,300,NA,NA,NA,1969,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,300,NA,NA,NA,1971,1,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.800000000000001,NA,NA,NA,0.085157808340307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","340","Birchenough and Frid 2009","MH",NA,NA,"macrobenthic inverts (e.g. polychaetes, molluscs)","subtidal mudflat","United Kingdom","Yes","Stopped disposal of sewer sludge the year before the study","No",NA,"Sites 5 and 7 were control, other two impacted",NA,"S 1",0.1,"m^2","Restoration","Positive","",0.1,"m^2",955,"Mixed","Drdg",5,NA,465.9182183,NA,NA,NA,1999,4,40.93333333,2.533333333,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66470554225411,NA,NA,NA,5,NA,262.8696605,NA,NA,NA,2001,4,40.93333333,2.8,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.26099033699941,NA,NA,NA,2,0,14.2577777760889,0,0.4,0,0.00850937410514296,0,0.407436654315252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","340","Birchenough and Frid 2009","MH",NA,NA,"macrobenthic inverts (e.g. polychaetes, molluscs)","subtidal mudflat","United Kingdom","Yes","Stopped disposal of sewer sludge the year before the study","No",NA,"Sites 5 and 7 were control, other two impacted",NA,"St 2",0.1,"m^2","Restoration","Positive","",0.1,"m^2",962,"Mixed","Drdg",5,NA,405.2939029,NA,NA,NA,1999,4,44.93333333,0.933333333,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08699677825445,NA,NA,NA,5,NA,171.9423147,NA,NA,NA,2001,4,35.86666667,2.266666667,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.06842074974488,NA,NA,NA,2,-9.06666666,6.00888888977778,-2.11166783210491,0.622957051657333,-0.225371550583402,0.00442531986523068,-2.11166783210491,0.749040138057854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","340","Birchenough and Frid 2009","MH",NA,NA,"macrobenthic inverts (e.g. polychaetes, molluscs)","subtidal mudflat","United Kingdom","No","Stopped disposal of sewer sludge the year before the study","No",NA,"Sites 5 and 7 were control, other two impacted",NA,"St 5",0.1,"m^2","Restoration","Positive","",0.1,"m^2",969,"Mixed","Drdg",5,NA,255.3121577,NA,NA,NA,1999,4,35.86666667,1.2,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68328157299975,NA,NA,NA,5,NA,331.0514786,NA,NA,NA,2001,4,45.73333333,0.533333333,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19256958725453,NA,NA,NA,2,9.86666666,1.72444444408889,4.28964047370066,1.32005076968054,0.243019067398278,0.00125538527105309,4.28964047370066,1.76541148269849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","340","Birchenough and Frid 2009","MH",NA,NA,"macrobenthic inverts (e.g. polychaetes, molluscs)","subtidal mudflat","United Kingdom","No","Stopped disposal of sewer sludge the year before the study","No",NA,"Sites 5 and 7 were control, other two impacted",NA,"St 7",0.1,"m^2","Restoration","Positive","",0.1,"m^2",976,"Mixed","Drdg",5,NA,241.6575392,NA,NA,NA,1999,4,32.13333333,3.866666667,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.64612951374454,NA,NA,NA,5,NA,270.4271632,NA,NA,NA,2001,4,36.93333333,1.066666667,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38513917674513,NA,NA,NA,2,4.8,16.0888888921778,0.683208487716647,0.423338691884403,0.139220572710165,0.0153138826924213,0.683208487716647,0.448732776578163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","347","de Loma, et al., 2009","AH",NA,NA,"All sizes of reef fish","coral reef","South Pacific","No",NA,"No",NA,"Fewer transects sampling pinnacles  in year 1 - see Table 1","Figure 1","1",250,"m^2",NA,NA,"",250,"m^2",152,"fish","Vis",4,NA,NA,NA,NA,NA,1987,10,22.44,2.45,"SD",2.38,0.81,"SD",NA,NA,NA,NA,NA,NA,2.45,0.81,NA,NA,9,NA,NA,NA,NA,NA,1991,10,14,7.3,"SD",2.02,0.44,"SD",NA,NA,NA,NA,NA,NA,7.3,0.44,NA,NA,4,-8.44,7.42173611111111,-1.23495568221194,0.419769400996787,-0.471787751039237,0.0331898206130613,-1.44152355533258,0.346484002399435,-0.36,0.185536111111111,-0.592066740461188,0.374593535155739,-0.16400297627027,0.0342289854138795,-0.513628211277996,0.517859517702733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","347","de Loma, et al., 2009","AH",NA,NA,"All sizes of reef fish","coral reef","South Pacific","No",NA,"No",NA,"Fewer transects sampling pinnacles  in year 1 - see Table 1","Figure 1","2",250,"m^2",NA,NA,"",250,"m^2",153,"fish","Vis",3,NA,NA,NA,NA,NA,1987,10,27.3,3.2,"SD",2.91,0.37,"SD",NA,NA,NA,NA,NA,NA,3.2,0.37,NA,NA,9,NA,NA,NA,NA,NA,1991,10,23.8,6.4,"SD",2.66,0.7,"SD",NA,NA,NA,NA,NA,NA,6.4,0.7,NA,NA,4,-3.5,7.96444444444445,-0.547344293138974,0.456927185079103,-0.137201121513485,0.0126144590953139,-0.638307648642292,0.357929572498455,-0.25,0.100077777777778,-0.356219867504647,0.449731635861321,-0.0898269583897935,0.0130835267783478,-0.412038557766225,0.359561798193315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","347","de Loma, et al., 2009","AH",NA,NA,"All sizes of reef fish","coral reef","South Pacific","No",NA,"No",NA,"Fewer transects sampling pinnacles  in year 1 - see Table 1","Figure 1","3",250,"m^2",NA,NA,"",250,"m^2",154,"fish","Vis",4,NA,NA,NA,NA,NA,1987,10,26.7,2,"SD",2.83,0.77,"SD",NA,NA,NA,NA,NA,NA,2,0.77,NA,NA,9,NA,NA,NA,NA,NA,1991,10,25.5,5.1,"SD",2.42,0.83,"SD",NA,NA,NA,NA,NA,NA,5.1,0.83,NA,NA,4,-1.2,3.89,-0.249489044652389,0.36350514124194,-0.0459851132418234,0.00584718540027213,-0.288089497618579,0.267818539735472,-0.41,0.224769444444444,-0.468364094428461,0.36954822360918,-0.156509171486551,0.0315777567391542,-0.476269643167256,0.393421092845421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","347","de Loma, et al., 2009","AH",NA,NA,"All sizes of reef fish","coral reef","South Pacific","No",NA,"No",NA,"Fewer transects sampling pinnacles  in year 1 - see Table 1","Figure 1","4",250,"m^2",NA,NA,"",250,"m^2",155,"fish","Vis",4,NA,NA,NA,NA,NA,1987,10,26.3,4.7,"SD",3.26,0.47,"SD",NA,NA,NA,NA,NA,NA,4.7,0.47,NA,NA,9,NA,NA,NA,NA,NA,1991,10,32.5,5.9,"SD",3.21,0.38,"SD",NA,NA,NA,NA,NA,NA,5.9,0.38,NA,NA,4,6.2,9.39027777777778,1.02991189656253,0.401907977060381,0.211671150151973,0.0116458694537612,1.08097272050858,0.405124151637086,-0.0499999999999998,0.0712694444444444,-0.114378799030119,0.361614284559864,-0.0154562582366917,0.00675346871422292,-0.108798860329046,0.434833167605427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","347","de Loma, et al., 2009","AH",NA,NA,"All sizes of reef fish","coral reef","South Pacific","No",NA,"No",NA,"Fewer transects sampling pinnacles  in year 1 - see Table 1","Figure 1","5",250,"m^2",NA,NA,"",250,"m^2",156,"fish","Vis",4,NA,NA,NA,NA,NA,1987,10,29,3.7,"SD",1.97,0.18,"SD",NA,NA,NA,NA,NA,NA,3.7,0.18,NA,NA,12,NA,NA,NA,NA,NA,1991,10,14.1,6.1,"SD",1.7,0.72,"SD",NA,NA,NA,NA,NA,NA,6.1,0.72,NA,NA,4,-14.9,6.52333333333333,-2.48327466832554,0.526041242031687,-0.721121032602351,0.0196665286775777,-2.79194202242786,0.532169960689281,-0.27,0.0513,-0.396545277146782,0.33824733823419,-0.147405291687727,0.017035241620282,-0.486346524386079,0.196584179834848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","347","de Loma, et al., 2009","AH",NA,NA,"All sizes of reef fish","coral reef","South Pacific","No",NA,"No",NA,"Fewer transects sampling pinnacles  in year 1 - see Table 1","Figure 1","6",250,"m^2",NA,NA,"",250,"m^2",157,"fish","Vis",8,NA,NA,NA,NA,NA,1987,10,26,7,"SD",2.73,0.48,"SD",NA,NA,NA,NA,NA,NA,7,0.48,NA,NA,12,NA,NA,NA,NA,NA,1991,10,19.5,7.6,"SD",2.42,0.76,"SD",NA,NA,NA,NA,NA,NA,7.6,0.76,NA,NA,4,-6.5,10.9383333333333,-0.844316852143811,0.226155107003684,-0.287682072451781,0.0217189896997589,-0.851979734434717,0.229348246630324,-0.31,0.0769333333333333,-0.446243686346456,0.213311669023435,-0.120534069028273,0.012083196180091,-0.467063795201287,0.19972138947406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","347","de Loma, et al., 2009","AH",NA,NA,"All sizes of reef fish","coral reef","South Pacific","No",NA,"No",NA,"Fewer transects sampling pinnacles  in year 1 - see Table 1","Figure 1","7",250,"m^2",NA,NA,"",250,"m^2",158,"fish","Vis",4,NA,NA,NA,NA,NA,1987,10,29.8,6.8,"SD",3.09,0.79,"SD",NA,NA,NA,NA,NA,NA,6.8,0.79,NA,NA,9,NA,NA,NA,NA,NA,1991,10,29.03,6.7,"SD",2.41,0.53,"SD",NA,NA,NA,NA,NA,NA,6.7,0.53,NA,NA,4,-0.77,16.5477777777778,-0.106440364680936,0.361546863081627,-0.0261786154748203,0.0189359503494455,-0.106081393962701,0.399612505840808,-0.68,0.187236111111111,-1.03334937650452,0.402180762415814,-0.24854434340709,0.0217146687874118,-0.940077808880167,0.529884303435159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","347","de Loma, et al., 2009","AH",NA,NA,"All sizes of reef fish","coral reef","South Pacific","No",NA,"No",NA,"Fewer transects sampling pinnacles  in year 1 - see Table 1","Figure 1","8",250,"m^2",NA,NA,"",250,"m^2",159,"fish","Vis",4,NA,NA,NA,NA,NA,1987,10,24,11.1,"SD",2.9,0.29,"SD",NA,NA,NA,NA,NA,NA,11.1,0.29,NA,NA,9,NA,NA,NA,NA,NA,1991,10,22.3,9,"SD",2.26,0.58,"SD",NA,NA,NA,NA,NA,NA,9,0.58,NA,NA,4,-1.7,39.8025,-0.164366948784441,0.362150207028523,-0.0734671518818725,0.0715746541567797,-0.156455053932439,0.435112138380244,-0.64,0.0584027777777778,-1.15055789425529,0.412025859881617,-0.249345923708234,0.00981807067463736,-1.29800436168423,0.356271721447035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","350","Cartes et al 2009","MH",500,"um","fish and decapods","deep sea","Catalonian Coast (Mediterranian)","Yes","NAO","No","1988","sites are different depths","Fig 6","650-750m",4,"ha","NAO","Uncertain","",40000,"m^2",1340,"Mixed","Trwl",5,NA,42.6,"23.4","CI 95%",NA,1988,NA,16.24908425,1.305221558,"SD",1.0385,0.031815881,"SD",NA,NA,NA,NA,NA,NA,1.305221558,0.031815881,NA,NA,9,NA,11.7,"6.5","CI 95%",NA,2008,NA,16.43436028,2.822198475,"SD",0.940449405,0.070144387,"SD",NA,NA,NA,NA,NA,NA,2.822198475,0.070144387,NA,NA,20,0.185276030000001,1.22569891112607,0.0715258464802872,0.31129382349378,0.0113377287699258,0.00456707541891671,0.078868869203119,0.257836945392256,-0.098050595,0.000749142837606318,-1.52577469962189,0.394253555182763,-0.0991747918754003,0.000805837092081431,-1.68498387766719,0.372337067317192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","350","Cartes et al 2009","MH",500,"um","fish and decapods","deep sea","Catalonian Coast (Mediterranian)","Yes","NAO","No","1988","sites are different depths","Fig 6","750-950m",4,"ha","NAO","Uncertain","",40000,"m^2",1341,"Mixed","Trwl",7,NA,42.6,"23.4","CI 95%",NA,1988,NA,16.55208333,1.418133939,"SD",0.866507143,0.081783786,"SD",NA,NA,NA,NA,NA,NA,1.418133939,0.081783786,NA,NA,6,NA,11.7,"6.5","CI 95%",NA,2008,NA,17.42042779,2.842908744,"SD",0.903058503,0.123284906,"SD",NA,NA,NA,NA,NA,NA,2.842908744,0.123284906,NA,NA,20,0.868344460000003,1.63432224049151,0.369714877942774,0.314781082253511,0.0511315536606148,0.00548736327389921,0.359464531522634,0.341977149979296,0.03655136,0.0034887071963563,0.330823822520578,0.313733209583314,0.041316986063739,0.00437885327114356,0.32492423293653,0.333424874214465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","350","Cartes et al 2009","MH",500,"um","fish and decapods","deep sea","Catalonian Coast (Mediterranian)","Yes","NAO","No","1988","sites are different depths","Fig 6","950-1100m",4,"ha","NAO","Uncertain","",40000,"m^2",1342,"Mixed","Trwl",9,NA,42.6,"23.4","CI 95%",NA,1988,NA,13.97624135,2.775622747,"SD",0.790544286,0.078081812,"SD",NA,NA,NA,NA,NA,NA,2.775622747,0.078081812,NA,NA,4,NA,11.7,"6.5","CI 95%",NA,2008,NA,15.25807005,2.89814713,"SD",0.877184524,0.12518623,"SD",NA,NA,NA,NA,NA,NA,2.89814713,0.12518623,NA,NA,20,1.2818287,2.9558232671889,0.42428194822057,0.36803477155672,0.0877497051195355,0.0134017376745233,0.420098575675303,0.413259902184428,0.086640238,0.00459531686375915,0.863420776608311,0.389784012552607,0.103995696038534,0.00617573751254509,0.772299837674588,0.522713617324203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"355","Borja et al. 2008","JD",NA,NA,"polychaetes, molluscs, crustaceans","subtidal mudflat","Nervion Estuary, Spain","Yes","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened",NA,"1885, 1985, 1991, 1995, 2001","Used data from Borja A, Muxika I, and Franco 2006 (MEPS) because they included some raw data from this Borjas et al 2008 study.","Figure 3","101",0.1,"m^2","Multiple","Uncertain","",0.1,"m^2",405,"Mixed","Drdg",2,1,5.200208594,NA,NA,NA,1989,10,9.071851226,NA,NA,2.187845304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,32.4597714,NA,NA,NA,2003,10,26.64581572,NA,NA,2.751381215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,17.573964494,NA,NA,NA,1.07745578205383,NA,NA,NA,0.563535911,NA,NA,NA,0.229185865538883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"355","Borja et al. 2008","JD",NA,NA,"polychaetes, molluscs, crustaceans","subtidal mudflat","Nervion Estuary, Spain","Yes","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened",NA,"1885, 1985, 1991, 1995, 2001","Used data from Borja A, Muxika I, and Franco 2006 (MEPS) because they included some raw data from this Borjas et al 2008 study.","Figure 3","102",0.1,"m^2","Multiple","Uncertain","",0.1,"m^2",419,"Mixed","Drdg",2,1,1498.365892,NA,NA,NA,1989,10,15.99661877,NA,NA,0.828729282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,68.22060558,NA,NA,NA,2003,10,66.58664413,NA,NA,5.071823204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,50.59002536,NA,NA,NA,1.42612664581509,NA,NA,NA,4.243093922,NA,NA,NA,1.81156209616145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"355","Borja et al. 2008","JD",NA,NA,"polychaetes, molluscs, crustaceans","subtidal mudflat","Nervion Estuary, Spain","Yes","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened",NA,"1885, 1985, 1991, 1995, 2001","Used data from Borja A, Muxika I, and Franco 2006 (MEPS) because they included some raw data from this Borjas et al 2008 study.","Figure 3","106",0.1,"m^2","Multiple","Uncertain","",0.1,"m^2",461,"Mixed","Drdg",2,1,205.06614,NA,NA,NA,1989,10,47.92899408,NA,NA,3.580110497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,137.8822333,NA,NA,NA,2003,10,55.38461538,NA,NA,4.640883978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,7.4556213,NA,NA,NA,0.144581228787034,NA,NA,NA,1.060773481,NA,NA,NA,0.259511195572871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"355","Borja et al. 2008","JD",NA,NA,"polychaetes, molluscs, crustaceans","subtidal mudflat","Nervion Estuary, Spain","Yes","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened",NA,"1885, 1985, 1991, 1995, 2001","Used data from Borja A, Muxika I, and Franco 2006 (MEPS) because they included some raw data from this Borjas et al 2008 study.","Figure 3","110",0.1,"m^2","Multiple","Uncertain","",0.1,"m^2",433,"Mixed","Drdg",2,1,11.53280019,NA,NA,NA,1989,10,27.15976331,NA,NA,4.077348066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,23.62676654,NA,NA,NA,2003,10,47.92899408,NA,NA,4.839779006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,20.76923077,NA,NA,NA,0.567984037679578,NA,NA,NA,0.76243094,NA,NA,NA,0.171422266507263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"355","Borja et al. 2008","JD",NA,NA,"polychaetes, molluscs, crustaceans","subtidal mudflat","Nervion Estuary, Spain","Yes","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened",NA,"1885, 1985, 1991, 1995, 2001","Used data from Borja A, Muxika I, and Franco 2006 (MEPS) because they included some raw data from this Borjas et al 2008 study.","Figure 3","111",0.1,"m^2","Multiple","Uncertain","",0.1,"m^2",447,"Mixed","Drdg",2,1,141.5051168,NA,NA,NA,1989,10,84.14201183,NA,NA,4.740331492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,28.43698667,NA,NA,NA,2003,10,82.5443787,NA,NA,5.701657459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,-1.59763313000001,NA,NA,NA,-0.0191699160348787,NA,NA,NA,0.961325967,NA,NA,NA,0.18464984656949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"355","Borja et al. 2008","JD",NA,NA,"polychaetes, molluscs, crustaceans","subtidal mudflat","Nervion Estuary, Spain","Yes","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened",NA,"1885, 1985, 1991, 1995, 2001","Used data from Borja A, Muxika I, and Franco 2006 (MEPS) because they included some raw data from this Borjas et al 2008 study.","Figure 3","5",0.1,"m^2","Multiple","Uncertain","",0.1,"m^2",392,"Mixed","Drdg",2,1,86.70921057,NA,NA,NA,1990,10,5.264843909,NA,NA,0.26866614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,58.82980926,NA,NA,NA,2003,10,25.49969394,NA,NA,4.210997106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,20.234850031,NA,NA,NA,1.57761495150653,NA,NA,NA,3.942330966,NA,NA,NA,2.75198524737518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"355","Borja et al. 2008","JD",NA,NA,"polychaetes, molluscs, crustaceans","subtidal mudflat","Nervion Estuary, Spain","Yes","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened",NA,"1885, 1985, 1991, 1995, 2001","Used data from Borja A, Muxika I, and Franco 2006 (MEPS) because they included some raw data from this Borjas et al 2008 study.","Figure 3","6",0.1,"m^2","Multiple","Uncertain","",0.1,"m^2",379,"Mixed","Drdg",2,1,0,NA,NA,NA,1990,10,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,21.18671061,NA,NA,NA,2003,10,12.24852071,NA,NA,3.150223625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12.24852071,NA,NA,NA,NA,NA,NA,NA,3.150223625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"355","Borja et al. 2008","JD",NA,NA,"polychaetes, molluscs, crustaceans","subtidal mudflat","Nervion Estuary, Spain","Yes","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened",NA,"1885, 1985, 1991, 1995, 2001","Used data from Borja A, Muxika I, and Franco 2006 (MEPS) because they included some raw data from this Borjas et al 2008 study.","Figure 3","8",0.1,"m^2","Multiple","Uncertain","",0.1,"m^2",366,"Mixed","Drdg",2,1,0,NA,NA,NA,1990,10,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,8.372417811,NA,NA,NA,2003,10,4.26035503,NA,NA,1.824256775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4.26035503,NA,NA,NA,NA,NA,NA,NA,1.824256775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"360","Primo et al 2009","JD",335,"µm","estuarine zooplankton","estuary","Mondego estuary, Portugal","Yes","Flood, Drought, Flood","Yes","2003, 2005, 2006","Number of replicates = 3 months","Figure 3","M",0.19625,"m^2","Multiple","Uncertain","",0.19625,"m^2",2734,"zooplankton","Trwl",3,0,NA,NA,NA,NA,2003,2,11.04702576,NA,NA,2.240177647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,2006,2,17.22804122,NA,NA,2.427798011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6.18101546,NA,NA,NA,0.444377130063451,NA,NA,NA,0.187620364,NA,NA,NA,0.080429508802228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"360","Primo et al 2009","JD",335,"µm","estuarine zooplankton","estuary","Mondego estuary, Portugal","Yes","Flood, Drought, Flood","Yes","2003, 2005, 2006","Number of replicates = 3 months","Figure 3","N1",0.19625,"m^2","Multiple","Uncertain","",0.19625,"m^2",2764,"zooplankton","Trwl",3,0,NA,NA,NA,NA,2003,2,3.727663842,NA,NA,1.373966942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,2006,2,9.512804479,NA,NA,1.745867769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5.785140637,NA,NA,NA,0.936857009360067,NA,NA,NA,0.371900827,NA,NA,NA,0.239549587041543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
