"CitationID","StudyID","Site","Latitude","Longitude","DepthElevation","Day","Month","Year","Genus","Species","GenusSpecies","Taxa","Organism","ObsEventID","ObsID","RepeatType","Treatment","ScaleValue","ScaleUnits","Driver","BioType","ValueType","Value","SamplingCount"
"Gallegos et al, 2010","311_Trwl","All 7 stations",38.86397125,-76.49292237,NA,NA,2,1992,NA,NA,NA,"phytoplankton","phytoplankton","311_Trwl_38.86397125_-76.49292237_NA_2_1992","311_Trwl_38.86397125_-76.49292237_NA_2_1992_All 7 stations","permanent","control",1e-06,"m^3",NA,"marine","richness",19.21348315,7
"Gallegos et al, 2010","311_Trwl","All 7 stations",38.86397125,-76.49292237,NA,NA,2,1993,NA,NA,NA,"phytoplankton","phytoplankton","311_Trwl_38.86397125_-76.49292237_NA_2_1993","311_Trwl_38.86397125_-76.49292237_NA_2_1993_All 7 stations","permanent","control",1e-06,"m^3",NA,"marine","richness",20.2247191,7
"Gallegos et al, 2010","311_Trwl","All 7 stations",38.86397125,-76.49292237,NA,NA,2,1994,NA,NA,NA,"phytoplankton","phytoplankton","311_Trwl_38.86397125_-76.49292237_NA_2_1994","311_Trwl_38.86397125_-76.49292237_NA_2_1994_All 7 stations","permanent","control",1e-06,"m^3",NA,"marine","richness",22.13483146,7
"Gallegos et al, 2010","311_Trwl","All 7 stations",38.86397125,-76.49292237,NA,NA,2,1995,NA,NA,NA,"phytoplankton","phytoplankton","311_Trwl_38.86397125_-76.49292237_NA_2_1995","311_Trwl_38.86397125_-76.49292237_NA_2_1995_All 7 stations","permanent","control",1e-06,"m^3",NA,"marine","richness",21.12359551,7
"Gallegos et al, 2010","311_Trwl","All 7 stations",38.86397125,-76.49292237,NA,NA,2,1996,NA,NA,NA,"phytoplankton","phytoplankton","311_Trwl_38.86397125_-76.49292237_NA_2_1996","311_Trwl_38.86397125_-76.49292237_NA_2_1996_All 7 stations","permanent","control",1e-06,"m^3",NA,"marine","richness",22.24719101,7
"Gallegos et al, 2010","311_Trwl","All 7 stations",38.86397125,-76.49292237,NA,NA,2,1997,NA,NA,NA,"phytoplankton","phytoplankton","311_Trwl_38.86397125_-76.49292237_NA_2_1997","311_Trwl_38.86397125_-76.49292237_NA_2_1997_All 7 stations","permanent","control",1e-06,"m^3",NA,"marine","richness",16.40449438,7
"Gallegos et al, 2010","311_Trwl","All 7 stations",38.86397125,-76.49292237,NA,NA,2,1998,NA,NA,NA,"phytoplankton","phytoplankton","311_Trwl_38.86397125_-76.49292237_NA_2_1998","311_Trwl_38.86397125_-76.49292237_NA_2_1998_All 7 stations","permanent","control",1e-06,"m^3",NA,"marine","richness",18.31460674,7
"Gallegos et al, 2010","311_Trwl","All 7 stations",38.86397125,-76.49292237,NA,NA,2,1999,NA,NA,NA,"phytoplankton","phytoplankton","311_Trwl_38.86397125_-76.49292237_NA_2_1999","311_Trwl_38.86397125_-76.49292237_NA_2_1999_All 7 stations","permanent","control",1e-06,"m^3",NA,"marine","richness",20.33707865,7
"Gallegos et al, 2010","311_Trwl","All 7 stations",38.86397125,-76.49292237,NA,NA,2,2000,NA,NA,NA,"phytoplankton","phytoplankton","311_Trwl_38.86397125_-76.49292237_NA_2_2000","311_Trwl_38.86397125_-76.49292237_NA_2_2000_All 7 stations","permanent","control",1e-06,"m^3",NA,"marine","richness",16.96629213,7
"Gallegos et al, 2010","311_Trwl","All 7 stations",38.86397125,-76.49292237,NA,NA,2,2001,NA,NA,NA,"phytoplankton","phytoplankton","311_Trwl_38.86397125_-76.49292237_NA_2_2001","311_Trwl_38.86397125_-76.49292237_NA_2_2001_All 7 stations","permanent","control",1e-06,"m^3",NA,"marine","richness",15.73033708,7
"Gallegos et al, 2010","311_Trwl","All 7 stations",38.86397125,-76.49292237,NA,NA,2,2002,NA,NA,NA,"phytoplankton","phytoplankton","311_Trwl_38.86397125_-76.49292237_NA_2_2002","311_Trwl_38.86397125_-76.49292237_NA_2_2002_All 7 stations","permanent","control",1e-06,"m^3",NA,"marine","richness",16.40449438,7
"Gallegos et al, 2010","311_Trwl","All 7 stations",38.86397125,-76.49292237,NA,NA,2,2003,NA,NA,NA,"phytoplankton","phytoplankton","311_Trwl_38.86397125_-76.49292237_NA_2_2003","311_Trwl_38.86397125_-76.49292237_NA_2_2003_All 7 stations","permanent","control",1e-06,"m^3",NA,"marine","richness",14.71910112,7
"Gallegos et al, 2010","311_Trwl","All 7 stations",38.86397125,-76.49292237,NA,NA,2,2004,NA,NA,NA,"phytoplankton","phytoplankton","311_Trwl_38.86397125_-76.49292237_NA_2_2004","311_Trwl_38.86397125_-76.49292237_NA_2_2004_All 7 stations","permanent","control",1e-06,"m^3",NA,"marine","richness",16.51685393,7
"Stefansdottir et al","319_Trwl","All 264 stations",64.44827586,-28.72340426,NA,NA,10,1998,NA,NA,NA,"fish","pelagic and semi-pelagic fishes","319_Trwl_64.44827586_-28.72340426_NA_10_1998","319_Trwl_64.44827586_-28.72340426_NA_10_1998_All 264 stations","semi-permanent","control",115142544,"m^3",NA,"marine","richness",100,259
"Stefansdottir et al","319_Trwl","All 264 stations",64.44827586,-28.72340426,NA,NA,10,1999,NA,NA,NA,"fish","pelagic and semi-pelagic fishes","319_Trwl_64.44827586_-28.72340426_NA_10_1999","319_Trwl_64.44827586_-28.72340426_NA_10_1999_All 264 stations","semi-permanent","control",115142544,"m^3",NA,"marine","richness",92,259
"Stefansdottir et al","319_Trwl","All 264 stations",64.44827586,-28.72340426,NA,NA,10,2000,NA,NA,NA,"fish","pelagic and semi-pelagic fishes","319_Trwl_64.44827586_-28.72340426_NA_10_2000","319_Trwl_64.44827586_-28.72340426_NA_10_2000_All 264 stations","semi-permanent","control",115142544,"m^3",NA,"marine","richness",98,259
"Stefansdottir et al","319_Trwl","All 264 stations",64.44827586,-28.72340426,NA,NA,10,2001,NA,NA,NA,"fish","pelagic and semi-pelagic fishes","319_Trwl_64.44827586_-28.72340426_NA_10_2001","319_Trwl_64.44827586_-28.72340426_NA_10_2001_All 264 stations","semi-permanent","control",115142544,"m^3",NA,"marine","richness",105,259
"Stefansdottir et al","319_Trwl","All 264 stations",64.44827586,-28.72340426,NA,NA,10,2002,NA,NA,NA,"fish","pelagic and semi-pelagic fishes","319_Trwl_64.44827586_-28.72340426_NA_10_2002","319_Trwl_64.44827586_-28.72340426_NA_10_2002_All 264 stations","semi-permanent","control",115142544,"m^3",NA,"marine","richness",107,259
"Stefansdottir et al","319_Trwl","All 264 stations",64.44827586,-28.72340426,NA,NA,10,2003,NA,NA,NA,"fish","pelagic and semi-pelagic fishes","319_Trwl_64.44827586_-28.72340426_NA_10_2003","319_Trwl_64.44827586_-28.72340426_NA_10_2003_All 264 stations","semi-permanent","control",115142544,"m^3",NA,"marine","richness",114,259
"Stefansdottir et al","319_Trwl","All 264 stations",64.44827586,-28.72340426,NA,NA,10,2004,NA,NA,NA,"fish","pelagic and semi-pelagic fishes","319_Trwl_64.44827586_-28.72340426_NA_10_2004","319_Trwl_64.44827586_-28.72340426_NA_10_2004_All 264 stations","semi-permanent","control",115142544,"m^3",NA,"marine","richness",111,259
"Stefansdottir et al","319_Trwl","All 264 stations",64.44827586,-28.72340426,NA,NA,10,2005,NA,NA,NA,"fish","pelagic and semi-pelagic fishes","319_Trwl_64.44827586_-28.72340426_NA_10_2005","319_Trwl_64.44827586_-28.72340426_NA_10_2005_All 264 stations","semi-permanent","control",115142544,"m^3",NA,"marine","richness",107,259
"Stefansdottir et al","319_Trwl","All 264 stations",64.44827586,-28.72340426,NA,NA,10,2006,NA,NA,NA,"fish","pelagic and semi-pelagic fishes","319_Trwl_64.44827586_-28.72340426_NA_10_2006","319_Trwl_64.44827586_-28.72340426_NA_10_2006_All 264 stations","semi-permanent","control",115142544,"m^3",NA,"marine","richness",118,259
"Bui et al. 2010","329_Trwl","Anticosti Island Coast",50.00702983,-65.65641601,NA,NA,3,2006,NA,NA,NA,"zooplankton","ichthyoplankton","329_Trwl_50.00702983_-65.65641601_NA_3_2006","329_Trwl_50.00702983_-65.65641601_NA_3_2006_Anticosti Island Coast","semi-permanent","control",43.81,"m^3",NA,"marine","richness",15,24
"Kedra et al. 2010","334_Drdg","GLAC",78.89352134,12.4948432,NA,NA,6,1997,NA,NA,NA,"Mixed","benthic macrofauna, e.g., worms, molluscs","334_Drdg_78.89352134_12.4948432_NA_6_1997","334_Drdg_78.89352134_12.4948432_NA_6_1997_GLAC","semi-permanent","control",0.1,"m^2",NA,"marine","richness",15.25852261,11
"Kedra et al. 2010","334_Drdg","TRANS",78.90776699,12.26476537,NA,NA,6,1997,NA,NA,NA,"Mixed","benthic macrofauna, e.g., worms, molluscs","334_Drdg_78.90776699_12.26476537_NA_6_1997","334_Drdg_78.90776699_12.26476537_NA_6_1997_TRANS","semi-permanent","control",0.1,"m^2",NA,"marine","richness",38.54488102,8
"Kedra et al. 2010","334_Drdg","CENTR",78.95570196,11.9370136,NA,NA,6,1997,NA,NA,NA,"Mixed","benthic macrofauna, e.g., worms, molluscs","334_Drdg_78.95570196_11.9370136_NA_6_1997","334_Drdg_78.95570196_11.9370136_NA_6_1997_CENTR","semi-permanent","control",0.1,"m^2",NA,"marine","richness",32.22006176,15
"Hudson et al. 2007","714_Vis","restored",25.026809,-80.366392,NA,NA,9,2004,NA,NA,NA,"coral","scleractinian coral recruits","714_Vis_25.026809_-80.366392_NA_9_2004","714_Vis_25.026809_-80.366392_NA_9_2004_restored","permanent","control",1,"m^2","vessel grounding, hurricane Georges, restoration","marine","richness",11,1
"Hudson et al. 2007","714_Vis","unrestored",25.026809,-80.366392,NA,NA,9,2004,NA,NA,NA,"coral","scleractinian coral recruits","714_Vis_25.026809_-80.366392_NA_9_2004","714_Vis_25.026809_-80.366392_NA_9_2004_unrestored","permanent","control",1,"m^2","vessel grounding, Hurricane Georges","marine","richness",6,1
"Hudson et al. 2007","714_Vis","reference",25.026809,-80.366392,NA,NA,9,2004,NA,NA,NA,"coral","scleractinian coral recruits","714_Vis_25.026809_-80.366392_NA_9_2004","714_Vis_25.026809_-80.366392_NA_9_2004_reference","permanent","control",1,"m^2","hurricane Georges","marine","richness",7,1
"Song et al. 2012","154_Trwl","bay",36.13446389,120.1871027,NA,NA,3,1991,NA,NA,NA,"Mixed","small jellyfish","154_Trwl_36.13446389_120.1871027_NA_3_1991","154_Trwl_36.13446389_120.1871027_NA_3_1991_bay","permanent","control",0.007522655,"m^3",NA,"marine","richness",8,10
"Tapp et al. 1993","663_Drdg","tees",54.60728223,-1.157808446,NA,NA,9,1979,NA,NA,NA,"Mixed","benthic fauna: polychaetes, molluscs","663_Drdg_54.60728223_-1.157808446_NA_9_1979","663_Drdg_54.60728223_-1.157808446_NA_9_1979_tees","permanent","control",3,"m^2","reduction in Biochemical Oxygen Demand (BOD)","marine","richness",33,30
"Tapp et al. 1993","663_Drdg","tees",54.60728223,-1.157808446,NA,NA,9,1980,NA,NA,NA,"Mixed","benthic fauna: polychaetes, molluscs","663_Drdg_54.60728223_-1.157808446_NA_9_1980","663_Drdg_54.60728223_-1.157808446_NA_9_1980_tees","permanent","control",3,"m^2","reduction in Biochemical Oxygen Demand (BOD)","marine","richness",38,30
"Tapp et al. 1993","663_Drdg","tees",54.60728223,-1.157808446,NA,NA,9,1981,NA,NA,NA,"Mixed","benthic fauna: polychaetes, molluscs","663_Drdg_54.60728223_-1.157808446_NA_9_1981","663_Drdg_54.60728223_-1.157808446_NA_9_1981_tees","permanent","control",3,"m^2","reduction in Biochemical Oxygen Demand (BOD)","marine","richness",46,30
"Tapp et al. 1993","663_Drdg","tees",54.60728223,-1.157808446,NA,NA,9,1982,NA,NA,NA,"Mixed","benthic fauna: polychaetes, molluscs","663_Drdg_54.60728223_-1.157808446_NA_9_1982","663_Drdg_54.60728223_-1.157808446_NA_9_1982_tees","permanent","control",3,"m^2","reduction in Biochemical Oxygen Demand (BOD)","marine","richness",67,30
"Tapp et al. 1993","663_Drdg","tees",54.60728223,-1.157808446,NA,NA,9,1983,NA,NA,NA,"Mixed","benthic fauna: polychaetes, molluscs","663_Drdg_54.60728223_-1.157808446_NA_9_1983","663_Drdg_54.60728223_-1.157808446_NA_9_1983_tees","permanent","control",3,"m^2","reduction in Biochemical Oxygen Demand (BOD)","marine","richness",57,30
"Tapp et al. 1993","663_Drdg","tees",54.60728223,-1.157808446,NA,NA,9,1984,NA,NA,NA,"Mixed","benthic fauna: polychaetes, molluscs","663_Drdg_54.60728223_-1.157808446_NA_9_1984","663_Drdg_54.60728223_-1.157808446_NA_9_1984_tees","permanent","control",3,"m^2","reduction in Biochemical Oxygen Demand (BOD)","marine","richness",55,30
"Tapp et al. 1993","663_Drdg","tees",54.60728223,-1.157808446,NA,NA,9,1985,NA,NA,NA,"Mixed","benthic fauna: polychaetes, molluscs","663_Drdg_54.60728223_-1.157808446_NA_9_1985","663_Drdg_54.60728223_-1.157808446_NA_9_1985_tees","permanent","control",3,"m^2","reduction in Biochemical Oxygen Demand (BOD)","marine","richness",78,30
"Tapp et al. 1993","663_Drdg","tees",54.60728223,-1.157808446,NA,NA,9,1986,NA,NA,NA,"Mixed","benthic fauna: polychaetes, molluscs","663_Drdg_54.60728223_-1.157808446_NA_9_1986","663_Drdg_54.60728223_-1.157808446_NA_9_1986_tees","permanent","control",3,"m^2","reduction in Biochemical Oxygen Demand (BOD)","marine","richness",41,30
"Tapp et al. 1993","663_Drdg","tees",54.60728223,-1.157808446,NA,NA,9,1987,NA,NA,NA,"Mixed","benthic fauna: polychaetes, molluscs","663_Drdg_54.60728223_-1.157808446_NA_9_1987","663_Drdg_54.60728223_-1.157808446_NA_9_1987_tees","permanent","control",3,"m^2","reduction in Biochemical Oxygen Demand (BOD)","marine","richness",37,30
"Tapp et al. 1993","663_Drdg","tees",54.60728223,-1.157808446,NA,NA,9,1988,NA,NA,NA,"Mixed","benthic fauna: polychaetes, molluscs","663_Drdg_54.60728223_-1.157808446_NA_9_1988","663_Drdg_54.60728223_-1.157808446_NA_9_1988_tees","permanent","control",3,"m^2","reduction in Biochemical Oxygen Demand (BOD)","marine","richness",64,30
"Tapp et al. 1993","663_Drdg","tees",54.60728223,-1.157808446,NA,NA,9,1989,NA,NA,NA,"Mixed","benthic fauna: polychaetes, molluscs","663_Drdg_54.60728223_-1.157808446_NA_9_1989","663_Drdg_54.60728223_-1.157808446_NA_9_1989_tees","permanent","control",3,"m^2","reduction in Biochemical Oxygen Demand (BOD)","marine","richness",72,30
"Hussin et al. 2012","208_Drdg","high",52.02451246,1.924952223,NA,NA,1,2001,NA,NA,NA,"Mixed","benthic macrofauna - assumed to be sessile + mobile (no species given)","208_Drdg_52.02451246_1.924952223_NA_1_2001","208_Drdg_52.02451246_1.924952223_NA_1_2001_high","semi-permanent","control",0.1,"m^2","high level of aggregate dredging (>10 h dredging within 100 m in 1995) was stopped","marine","richness",17.57575758,1
"Hussin et al. 2012","208_Drdg","high",52.02451246,1.924952223,NA,NA,1,2002,NA,NA,NA,"Mixed","benthic macrofauna - assumed to be sessile + mobile (no species given)","208_Drdg_52.02451246_1.924952223_NA_1_2002","208_Drdg_52.02451246_1.924952223_NA_1_2002_high","semi-permanent","control",0.1,"m^2","high level of aggregate dredging (>10 h dredging within 100 m in 1995) was stopped","marine","richness",21.81818182,1
"Hussin et al. 2012","208_Drdg","high",52.02451246,1.924952223,NA,NA,1,2003,NA,NA,NA,"Mixed","benthic macrofauna - assumed to be sessile + mobile (no species given)","208_Drdg_52.02451246_1.924952223_NA_1_2003","208_Drdg_52.02451246_1.924952223_NA_1_2003_high","semi-permanent","control",0.1,"m^2","high level of aggregate dredging (>10 h dredging within 100 m in 1995) was stopped","marine","richness",18.78787879,1
"Hussin et al. 2012","208_Drdg","high",52.02451246,1.924952223,NA,NA,1,2004,NA,NA,NA,"Mixed","benthic macrofauna - assumed to be sessile + mobile (no species given)","208_Drdg_52.02451246_1.924952223_NA_1_2004","208_Drdg_52.02451246_1.924952223_NA_1_2004_high","semi-permanent","control",0.1,"m^2","high level of aggregate dredging (>10 h dredging within 100 m in 1995) was stopped","marine","richness",33.33333333,1
"Hussin et al. 2012","208_Drdg","low",52.02698261,1.928694423,NA,NA,1,2001,NA,NA,NA,"Mixed","benthic macrofauna - assumed to be sessile + mobile (no species given)","208_Drdg_52.02698261_1.928694423_NA_1_2001","208_Drdg_52.02698261_1.928694423_NA_1_2001_low","semi-permanent","control",0.1,"m^2","low level of aggregate dredging (<1 h dredging within 100m block in 1995) was stopped","marine","richness",47.87878788,1
"Hussin et al. 2012","208_Drdg","low",52.02698261,1.928694423,NA,NA,1,2002,NA,NA,NA,"Mixed","benthic macrofauna - assumed to be sessile + mobile (no species given)","208_Drdg_52.02698261_1.928694423_NA_1_2002","208_Drdg_52.02698261_1.928694423_NA_1_2002_low","semi-permanent","control",0.1,"m^2","low level of aggregate dredging (<1 h dredging within 100m block in 1995) was stopped","marine","richness",57.57575758,1
"Hussin et al. 2012","208_Drdg","low",52.02698261,1.928694423,NA,NA,1,2003,NA,NA,NA,"Mixed","benthic macrofauna - assumed to be sessile + mobile (no species given)","208_Drdg_52.02698261_1.928694423_NA_1_2003","208_Drdg_52.02698261_1.928694423_NA_1_2003_low","semi-permanent","control",0.1,"m^2","low level of aggregate dredging (<1 h dredging within 100m block in 1995) was stopped","marine","richness",55.15151515,1
"Hussin et al. 2012","208_Drdg","low",52.02698261,1.928694423,NA,NA,1,2004,NA,NA,NA,"Mixed","benthic macrofauna - assumed to be sessile + mobile (no species given)","208_Drdg_52.02698261_1.928694423_NA_1_2004","208_Drdg_52.02698261_1.928694423_NA_1_2004_low","semi-permanent","control",0.1,"m^2","low level of aggregate dredging (<1 h dredging within 100m block in 1995) was stopped","marine","richness",79.39393939,1
"Hussin et al. 2012","208_Drdg","reference",52.02652934,1.919565362,NA,NA,1,2001,NA,NA,NA,"Mixed","benthic macrofauna - assumed to be sessile + mobile (no species given)","208_Drdg_52.02652934_1.919565362_NA_1_2001","208_Drdg_52.02652934_1.919565362_NA_1_2001_reference","semi-permanent","control",0.1,"m^2",NA,"marine","richness",59.39393939,2
"Hussin et al. 2012","208_Drdg","reference",52.02652934,1.919565362,NA,NA,1,2002,NA,NA,NA,"Mixed","benthic macrofauna - assumed to be sessile + mobile (no species given)","208_Drdg_52.02652934_1.919565362_NA_1_2002","208_Drdg_52.02652934_1.919565362_NA_1_2002_reference","semi-permanent","control",0.1,"m^2",NA,"marine","richness",66.66666667,2
"Hussin et al. 2012","208_Drdg","reference",52.02652934,1.919565362,NA,NA,1,2003,NA,NA,NA,"Mixed","benthic macrofauna - assumed to be sessile + mobile (no species given)","208_Drdg_52.02652934_1.919565362_NA_1_2003","208_Drdg_52.02652934_1.919565362_NA_1_2003_reference","semi-permanent","control",0.1,"m^2",NA,"marine","richness",55.15151515,2
"Hussin et al. 2012","208_Drdg","reference",52.02652934,1.919565362,NA,NA,1,2004,NA,NA,NA,"Mixed","benthic macrofauna - assumed to be sessile + mobile (no species given)","208_Drdg_52.02652934_1.919565362_NA_1_2004","208_Drdg_52.02652934_1.919565362_NA_1_2004_reference","semi-permanent","control",0.1,"m^2",NA,"marine","richness",73.33333333,2
"Burrows et al. 2012","193_Vis","monterey",36.91057086,-122.0835877,NA,NA,8,1997,NA,NA,NA,"marine.mammals","whales, dolphins, porpoises","193_Vis_36.91057086_-122.0835877_NA_8_1997","193_Vis_36.91057086_-122.0835877_NA_8_1997_monterey","permanent","control",126000,"m",NA,"marine","richness",15,14
"Burrows et al. 2012","193_Vis","monterey",36.91057086,-122.0835877,NA,NA,8,1998,NA,NA,NA,"marine.mammals","whales, dolphins, porpoises","193_Vis_36.91057086_-122.0835877_NA_8_1998","193_Vis_36.91057086_-122.0835877_NA_8_1998_monterey","permanent","control",126000,"m",NA,"marine","richness",15,14
"Burrows et al. 2012","193_Vis","monterey",36.91057086,-122.0835877,NA,NA,8,1999,NA,NA,NA,"marine.mammals","whales, dolphins, porpoises","193_Vis_36.91057086_-122.0835877_NA_8_1999","193_Vis_36.91057086_-122.0835877_NA_8_1999_monterey","permanent","control",126000,"m",NA,"marine","richness",14,14
"Burrows et al. 2012","193_Vis","monterey",36.91057086,-122.0835877,NA,NA,8,2000,NA,NA,NA,"marine.mammals","whales, dolphins, porpoises","193_Vis_36.91057086_-122.0835877_NA_8_2000","193_Vis_36.91057086_-122.0835877_NA_8_2000_monterey","permanent","control",126000,"m",NA,"marine","richness",14,14
"Burrows et al. 2012","193_Vis","monterey",36.91057086,-122.0835877,NA,NA,8,2001,NA,NA,NA,"marine.mammals","whales, dolphins, porpoises","193_Vis_36.91057086_-122.0835877_NA_8_2001","193_Vis_36.91057086_-122.0835877_NA_8_2001_monterey","permanent","control",126000,"m",NA,"marine","richness",13,14
"Burrows et al. 2012","193_Vis","monterey",36.91057086,-122.0835877,NA,NA,8,2002,NA,NA,NA,"marine.mammals","whales, dolphins, porpoises","193_Vis_36.91057086_-122.0835877_NA_8_2002","193_Vis_36.91057086_-122.0835877_NA_8_2002_monterey","permanent","control",126000,"m",NA,"marine","richness",13,14
"Burrows et al. 2012","193_Vis","monterey",36.91057086,-122.0835877,NA,NA,8,2003,NA,NA,NA,"marine.mammals","whales, dolphins, porpoises","193_Vis_36.91057086_-122.0835877_NA_8_2003","193_Vis_36.91057086_-122.0835877_NA_8_2003_monterey","permanent","control",126000,"m",NA,"marine","richness",14,14
"Burrows et al. 2012","193_Vis","monterey",36.91057086,-122.0835877,NA,NA,8,2004,NA,NA,NA,"marine.mammals","whales, dolphins, porpoises","193_Vis_36.91057086_-122.0835877_NA_8_2004","193_Vis_36.91057086_-122.0835877_NA_8_2004_monterey","permanent","control",126000,"m",NA,"marine","richness",13,14
"Burrows et al. 2012","193_Vis","monterey",36.91057086,-122.0835877,NA,NA,8,2005,NA,NA,NA,"marine.mammals","whales, dolphins, porpoises","193_Vis_36.91057086_-122.0835877_NA_8_2005","193_Vis_36.91057086_-122.0835877_NA_8_2005_monterey","permanent","control",126000,"m",NA,"marine","richness",15,14
"Borja et al. 2008","355_Drdg","8",43.271005,-2.929766,NA,NA,10,1990,NA,NA,NA,"Mixed","polychaetes, molluscs, crustaceans","355_Drdg_43.271005_-2.929766_NA_10_1990","355_Drdg_43.271005_-2.929766_NA_10_1990_8","permanent","control",0.1,"m^2","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened","marine","richness",0,1
