"","QC","Study.ID","Reference","Collector","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Loc","Event","Event.type","A.priori.","Year.of.Event","Notes","Source","Site","n1","n2","sub1","sub2","I1","I2","ind1_error","ind1_error_type","ind2_error","ind2_error_type","P1","P2","PltSz","PltSz..units.","T1","T1m","T2","T2m","SppR1","SppR1.Error","SppR1.Error.Type","SppR2","SppR2.Error","SppR2.Error.Type","Shan1","Shan1.Error","Shan1.Error.Type","Shan2","Shan2.Error","Shan2.Error.Type","Simps1","Simps1.Error","Simps1.Error.Type","Simps2","Simps2.Error","Simps2.Error.Type","Even1","Even1.Error","Even1.Error.Type","Even2","Even2.Error","Even2.Error.Type","event_category","expected_change","event_notes","SppR1.SD","SppR2.SD","Shan1.SD","Shan2.SD","Simps1.SD","Simps2.SD","Even1.SD","Even2.SD","PlotSize","PlotSizeUnits","id","taxa","samp_method","date1","date2"
"272","JD","303","Birchenough et al, 2010","JD",NA,NA,"mussels, crabs, polychaetes","subtidal mudflat","Owers Bank, English Channel","No",NA,"No",NA,NA,"Figure 6","U4",1,1,1,1,51.94244604,85.61151079,"1.726618705",NA,"2.589928058",NA,NA,NA,0.1,"m^2",2003,NA,2004,NA,40.96153846,0.897435897,NA,54.42307692,2.692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0.1,"m^2",272,"Mixed","Drdg",2003-01-01,2004-01-01
"273","JD","303","Birchenough et al, 2010","JD",NA,NA,"mussels, crabs, polychaetes","subtidal mudflat","Owers Bank, English Channel","No",NA,"No",NA,NA,"Figure 6","U5",1,1,1,1,29.49640288,81.29496403,"0.863309353",NA,"3.45323741",NA,NA,NA,0.1,"m^2",2003,NA,2004,NA,23.01282051,0.897435897,NA,47.69230769,2.692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0.1,"m^2",273,"Mixed","Drdg",2003-01-01,2004-01-01
"274","JD","303","Birchenough et al, 2010","JD",NA,NA,"mussels, crabs, polychaetes","subtidal mudflat","Owers Bank, English Channel","No",NA,"No",NA,NA,"Figure 6","U6",1,1,1,1,64.02877698,37.26618705,"1.726618705",NA,"0.863309353",NA,NA,NA,0.1,"m^2",2003,NA,2004,NA,36.92307692,1.794871795,NA,28.3974359,1.346153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0.1,"m^2",274,"Mixed","Drdg",2003-01-01,2004-01-01
"275","JD","303","Birchenough et al, 2010","JD",NA,NA,"mussels, crabs, polychaetes","subtidal mudflat","Owers Bank, English Channel","No",NA,"No",NA,NA,"Figure 6","U7",1,1,1,1,25.17985612,40.71942446,"0.863309353",NA,"1.726618705",NA,NA,NA,0.1,"m^2",2003,NA,2004,NA,19.42307692,0.897435897,NA,24.80769231,2.243589744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0.1,"m^2",275,"Mixed","Drdg",2003-01-01,2004-01-01
"276","JD","304","Whanpetch et al, 2010","JD",NA,NA,"polychaetes, gastropods","seagrass","Khlong Khura, Phang-nga Province, Thailand","Yes","Tsunami","Yes","2004",NA,"Figure 4","K2 non-veg",5,5,1,1,138.3783784,17.2972973,"475.6756757","SD","12.97297297","SD",NA,NA,2540,"cm^3",2001,"1",2005,"2",6.666666667,3.522012579,"SD",1.006289308,0.628930818,"SD",NA,NA,NA,NA,NA,NA,0.707602339,0.152046784,"SD",0.111111111,0.216374269,"SD",NA,NA,NA,NA,NA,NA,"Tsunami","Negative","",3.522012579,0.628930818,NA,NA,0.152046784,0.216374269,NA,NA,0.00254,"m^3",276,"Mixed","Drdg",2001-01-01,2005-02-01
"277","JD","304","Whanpetch et al, 2010","JD",NA,NA,"polychaetes, gastropods","seagrass","Khlong Khura, Phang-nga Province, Thailand","Yes","Tsunami","Yes","2004",NA,"Figure 4","K2 non-veg",5,5,1,1,17.2972973,77.83783784,"64.86486486","SD","56.21621622","SD",NA,NA,2540,"cm^3",2005,"2",2006,"12",1.006289308,0.628930818,"SD",4.779874214,3.647798742,"SD",NA,NA,NA,NA,NA,NA,0.111111111,0.216374269,"SD",0.742690059,0.093567252,"SD",NA,NA,NA,NA,NA,NA,"Tsunami","Negative","",0.628930818,3.647798742,NA,NA,0.216374269,0.093567252,NA,NA,0.00254,"m^3",277,"Mixed","Drdg",2005-02-01,2006-12-01
"278","JD","304","Whanpetch et al, 2010","JD",NA,NA,"polychaetes, gastropods","seagrass","Khlong Khura, Phang-nga Province, Thailand","Yes","Tsunami","Yes","2004",NA,"Figure 4","K2 veg",5,5,1,1,181.6216216,566.4864865,"86.48648649","SD","181.6216216","SD",NA,NA,2540,"cm^3",2001,"1",2005,"2",9.182389937,3.647798742,"SD",15.59748428,3.899371069,"SD",NA,NA,NA,NA,NA,NA,0.830409357,0.046783626,"SD",0.812865497,0.081871345,"SD",NA,NA,NA,NA,NA,NA,"Tsunami","Negative","",3.647798742,3.899371069,NA,NA,0.046783626,0.081871345,NA,NA,0.00254,"m^3",278,"Mixed","Drdg",2001-01-01,2005-02-01
"279","JD","304","Whanpetch et al, 2010","JD",NA,NA,"polychaetes, gastropods","seagrass","Khlong Khura, Phang-nga Province, Thailand","Yes","Tsunami","Yes","2004",NA,"Figure 4","K2 veg",5,5,1,1,566.4864865,350.2702703,"181.6216216","SD","56.21621622","SD",NA,NA,2540,"cm^3",2005,"2",2006,"12",15.59748428,3.899371069,"SD",16.10062893,1.257861635,"SD",NA,NA,NA,NA,NA,NA,0.812865497,0.081871345,"SD",0.883040936,0.035087719,"SD",NA,NA,NA,NA,NA,NA,"Tsunami","Negative","",3.899371069,1.257861635,NA,NA,0.081871345,0.035087719,NA,NA,0.00254,"m^3",279,"Mixed","Drdg",2005-02-01,2006-12-01
"280","JD","304","Whanpetch et al, 2010","JD",NA,NA,"polychaetes, gastropods","seagrass","Khlong Khura, Phang-nga Province, Thailand","Yes","Tsunami","Yes","2004","There was no K3 veg compared over  years","Figure 4","K3 non-veg",5,5,1,1,164.3243243,47.56756757,"64.86486486","SD","25.94594595","SD",NA,NA,2540,"cm^3",2001,"1",2005,"2",10.44025157,3.773584906,"SD",3.522012579,1.257861635,"SD",NA,NA,NA,NA,NA,NA,0.859649123,0.046783626,"SD",0.67251462,0.105263158,"SD",NA,NA,NA,NA,NA,NA,"Tsunami","Negative","",3.773584906,1.257861635,NA,NA,0.046783626,0.105263158,NA,NA,0.00254,"m^3",280,"Mixed","Drdg",2001-01-01,2005-02-01
"281","JD","304","Whanpetch et al, 2010","JD",NA,NA,"polychaetes, gastropods","seagrass","Khlong Khura, Phang-nga Province, Thailand","Yes","Tsunami","Yes","2004","There was no K3 veg compared over  years","Figure 4","K3 non-veg",5,5,1,1,47.56756757,397.8378378,"25.94594595","SD","229.1891892","SD",NA,NA,2540,"cm^3",2005,"2",2006,"12",3.522012579,1.257861635,"SD",12.95597484,5.534591195,"SD",NA,NA,NA,NA,NA,NA,0.67251462,0.105263158,"SD",0.748538012,0.076023392,"SD",NA,NA,NA,NA,NA,NA,"Tsunami","Negative","",1.257861635,5.534591195,NA,NA,0.105263158,0.076023392,NA,NA,0.00254,"m^3",281,"Mixed","Drdg",2005-02-01,2006-12-01
"282","JD","67","Kilfoyle et al, 2013","JD",NA,NA,"fishes, including small cryptic fish","rocky subtidal","Hollywood Beach, Florida","No",NA,"No",NA,"Shannon and Simpson calculated from raw data table. Could calculate Pielou's","Table 1","N",1,1,25,25,1409,917,NA,NA,NA,NA,NA,NA,1500,"m^2",2004,"8",2005,"8",48,NA,NA,49,NA,NA,2.800347338,NA,NA,2.441860612,NA,NA,10.47790978,NA,NA,5.196799931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1500,"m^2",282,"fish","Vis",2004-08-01,2005-08-01
"283","JD","67","Kilfoyle et al, 2013","JD",NA,NA,"fishes, including small cryptic fish","rocky subtidal","Hollywood Beach, Florida","No",NA,"No",NA,"Shannon and Simpson calculated from raw data table. Could calculate Pielou's","Table 1","N",1,1,25,25,917,713,NA,NA,NA,NA,NA,NA,1500,"m^2",2005,"8",2006,"8",49,NA,NA,45,NA,NA,2.441860612,NA,NA,2.841937961,NA,NA,5.196799931,NA,NA,10.59433156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1500,"m^2",283,"fish","Vis",2005-08-01,2006-08-01
"284","JD","67","Kilfoyle et al, 2013","JD",NA,NA,"fishes, including small cryptic fish","rocky subtidal","Hollywood Beach, Florida","No",NA,"No",NA,"Shannon and Simpson calculated from raw data table. Could calculate Pielou's","Table 1","N",1,1,25,25,713,2372,NA,NA,NA,NA,NA,NA,1500,"m^2",2006,"8",2007,"8",45,NA,NA,60,NA,NA,2.841937961,NA,NA,2.039183162,NA,NA,10.59433156,NA,NA,3.051521969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1500,"m^2",284,"fish","Vis",2006-08-01,2007-08-01
"285","JD","67","Kilfoyle et al, 2013","JD",NA,NA,"fishes, including small cryptic fish","rocky subtidal","Hollywood Beach, Florida","No",NA,"No",NA,"Shannon and Simpson calculated from raw data table. Could calculate Pielou's","Table 1","N",1,1,25,25,2372,990,NA,NA,NA,NA,NA,NA,1500,"m^2",2007,"8",2008,"8",60,NA,NA,48,NA,NA,2.039183162,NA,NA,2.354021242,NA,NA,3.051521969,NA,NA,4.378652228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1500,"m^2",285,"fish","Vis",2007-08-01,2008-08-01
"286","JD","67","Kilfoyle et al, 2013","JD",NA,NA,"fishes, including small cryptic fish","rocky subtidal","Hollywood Beach, Florida","Yes","Mitigation boulders added to beach. Testing whether these boulders are a suitable replacement for a natural reef","No","2003","Shannon and Simpson calculated from raw data table. Could calculate Pielou's","Table 1","B",1,1,25,25,1976,1677,NA,NA,NA,NA,NA,NA,1500,"m^2",2004,"8",2005,"8",56,NA,NA,65,NA,NA,2.917752136,NA,NA,2.555666286,NA,NA,10.002654,NA,NA,5.37390103,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","?",NA,NA,NA,NA,NA,NA,NA,NA,1500,"m^2",286,"fish","Vis",2004-08-01,2005-08-01
"287","JD","67","Kilfoyle et al, 2013","JD",NA,NA,"fishes, including small cryptic fish","rocky subtidal","Hollywood Beach, Florida","Yes","Mitigation boulders added to beach. Testing whether these boulders are a suitable replacement for a natural reef","No","2003","Shannon and Simpson calculated from raw data table. Could calculate Pielou's","Table 1","B",1,1,25,25,1677,1510,NA,NA,NA,NA,NA,NA,1500,"m^2",2005,"8",2006,"8",65,NA,NA,63,NA,NA,2.555666286,NA,NA,3.025632224,NA,NA,5.37390103,NA,NA,11.95509695,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","?",NA,NA,NA,NA,NA,NA,NA,NA,1500,"m^2",287,"fish","Vis",2005-08-01,2006-08-01
"288","JD","67","Kilfoyle et al, 2013","JD",NA,NA,"fishes, including small cryptic fish","rocky subtidal","Hollywood Beach, Florida","Yes","Mitigation boulders added to beach. Testing whether these boulders are a suitable replacement for a natural reef","No","2003","Shannon and Simpson calculated from raw data table. Could calculate Pielou's","Table 1","B",1,1,25,25,1510,4314,NA,NA,NA,NA,NA,NA,1500,"m^2",2006,"8",2007,"8",63,NA,NA,68,NA,NA,3.025632224,NA,NA,2.056323563,NA,NA,11.95509695,NA,NA,3.554792283,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","?",NA,NA,NA,NA,NA,NA,NA,NA,1500,"m^2",288,"fish","Vis",2006-08-01,2007-08-01
"289","JD","67","Kilfoyle et al, 2013","JD",NA,NA,"fishes, including small cryptic fish","rocky subtidal","Hollywood Beach, Florida","Yes","Mitigation boulders added to beach. Testing whether these boulders are a suitable replacement for a natural reef","No","2003","Shannon and Simpson calculated from raw data table. Could calculate Pielou's","Table 1","B",1,1,25,25,4314,2123,NA,NA,NA,NA,NA,NA,1500,"m^2",2007,"8",2008,"8",68,NA,NA,69,NA,NA,2.056323563,NA,NA,3.079746172,NA,NA,3.554792283,NA,NA,13.11450935,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","?",NA,NA,NA,NA,NA,NA,NA,NA,1500,"m^2",289,"fish","Vis",2007-08-01,2008-08-01
"290","JD","126","Sonnewald et al, 2011","JD",1,"cm^2","fishes, including small cryptic fish","nearshore subtidal","Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, therefore the reference information has been changed to reflect this","Figure 2","All Sites",1,1,37,37,NA,NA,NA,NA,NA,NA,NA,NA,37,"nmi",1991,"6",1992,"6",61.12871287,NA,NA,60.05940594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,68524,"m",290,"Mixed","Trwl",1991-06-01,1992-06-01
"291","JD","126","Sonnewald et al, 2011","JD",1,"cm^2","fishes, including small cryptic fish","nearshore subtidal","Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, 2 fewer years were included in the 2011 study than the one found in the original search. NEED to change reference if published. Years where plot sizes differ in T1 and T2 were removoed. A priori: Monitoring to see if there have been changes with changing climate","Figure 2","All Sites",1,1,37,37,NA,NA,NA,NA,NA,NA,NA,NA,37,"nmi",1994,"6",1995,"6",84.11881188,NA,NA,72.17821782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,68524,"m",291,"Mixed","Trwl",1994-06-01,1995-06-01
"292","JD","126","Sonnewald et al, 2011","JD",1,"cm^2","fishes, including small cryptic fish","nearshore subtidal","Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, 2 fewer years were included in the 2011 study than the one found in the original search. NEED to change reference if published. Years where plot sizes differ in T1 and T2 were removoed. A priori: Monitoring to see if there have been changes with changing climate","Figure 2","All Sites",1,1,37,37,NA,NA,NA,NA,NA,NA,NA,NA,37,"nmi",1995,"6",1996,"6",72.17821782,NA,NA,62.1980198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,68524,"m",292,"Mixed","Trwl",1995-06-01,1996-06-01
"293","JD","126","Sonnewald et al, 2011","JD",1,"cm^2","fishes, including small cryptic fish","nearshore subtidal","Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, 2 fewer years were included in the 2011 study than the one found in the original search. NEED to change reference if published. Years where plot sizes differ in T1 and T2 were removoed. A priori: Monitoring to see if there have been changes with changing climate","Figure 2","All Sites",1,1,37,37,NA,NA,NA,NA,NA,NA,NA,NA,37,"nmi",1996,"6",1997,"6",62.1980198,NA,NA,64.15841584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,68524,"m",293,"Mixed","Trwl",1996-06-01,1997-06-01
"294","JD","126","Sonnewald et al, 2011","JD",1,"cm^2","fishes, including small cryptic fish","nearshore subtidal","Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, 2 fewer years were included in the 2011 study than the one found in the original search. NEED to change reference if published. Years where plot sizes differ in T1 and T2 were removoed. A priori: Monitoring to see if there have been changes with changing climate","Figure 2","All Sites",1,1,37,37,NA,NA,NA,NA,NA,NA,NA,NA,37,"nmi",1997,"6",1999,"6",64.15841584,NA,NA,68.07920792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,68524,"m",294,"Mixed","Trwl",1997-06-01,1999-06-01
"295","JD","126","Sonnewald et al, 2011","JD",1,"cm^2","fishes, including small cryptic fish","nearshore subtidal","Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, 2 fewer years were included in the 2011 study than the one found in the original search. NEED to change reference if published. Years where plot sizes differ in T1 and T2 were removoed. A priori: Monitoring to see if there have been changes with changing climate","Figure 2","All Sites",1,1,37,37,NA,NA,NA,NA,NA,NA,NA,NA,37,"nmi",1999,"6",2001,"6",68.07920792,NA,NA,64.15841584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,68524,"m",295,"Mixed","Trwl",1999-06-01,2001-06-01
"296","JD","126","Sonnewald et al, 2011","JD",1,"cm^2","fishes, including small cryptic fish","nearshore subtidal","Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, 2 fewer years were included in the 2011 study than the one found in the original search. NEED to change reference if published. Years where plot sizes differ in T1 and T2 were removoed. A priori: Monitoring to see if there have been changes with changing climate","Figure 2","All Sites",1,1,37,37,NA,NA,NA,NA,NA,NA,NA,NA,37,"nmi",2001,"6",2002,"6",64.15841584,NA,NA,44.01980198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,68524,"m",296,"Mixed","Trwl",2001-06-01,2002-06-01
"297","JD","126","Sonnewald et al, 2011","JD",1,"cm^2","fishes, including small cryptic fish","nearshore subtidal","Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, 2 fewer years were included in the 2011 study than the one found in the original search. NEED to change reference if published. Years where plot sizes differ in T1 and T2 were removoed. A priori: Monitoring to see if there have been changes with changing climate","Figure 2","All Sites",1,1,37,37,NA,NA,NA,NA,NA,NA,NA,NA,37,"nmi",2002,"6",2003,"6",44.01980198,NA,NA,71.28712871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,68524,"m",297,"Mixed","Trwl",2002-06-01,2003-06-01
"298","JD","126","Sonnewald et al, 2011","JD",1,"cm^2","fishes, including small cryptic fish","nearshore subtidal","Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, 2 fewer years were included in the 2011 study than the one found in the original search. NEED to change reference if published. Years where plot sizes differ in T1 and T2 were removoed. A priori: Monitoring to see if there have been changes with changing climate","Figure 2","All Sites",1,1,37,37,NA,NA,NA,NA,NA,NA,NA,NA,37,"nmi",2003,"6",2004,"6",71.28712871,NA,NA,62.01980198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,68524,"m",298,"Mixed","Trwl",2003-06-01,2004-06-01
"299","JD","126","Sonnewald et al, 2011","JD",1,"cm^2","fishes, including small cryptic fish","nearshore subtidal","Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, 2 fewer years were included in the 2011 study than the one found in the original search. NEED to change reference if published. Years where plot sizes differ in T1 and T2 were removoed. A priori: Monitoring to see if there have been changes with changing climate","Figure 2","All Sites",1,1,37,37,NA,NA,NA,NA,NA,NA,NA,NA,37,"nmi",2006,"6",2008,"6",55.06930693,NA,NA,59.16831683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,68524,"m",299,"Mixed","Trwl",2006-06-01,2008-06-01
"300","JD","311","Gallegos et al, 2010","JD",NA,NA,"phytoplankton","pelagic","Rhode River, Chesapeake Bay, Maryland","No",NA,"No",NA,"Shannon only calculated for abundant species. Assumed that sampled/counted volume was 1 mL. Estuarine. It also looks like diversity is an average for each year and spans 7 sites from 1.4 km downstream to 6.4 km upstream in the estuary. ","Figure 3","All 7 stations",7,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"ml",1988,"2",1989,"2",17.52808989,NA,NA,21.46067416,NA,NA,0.884244373,NA,NA,1.1414791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1e-06,"m^3",300,"phytoplankton","Trwl",1988-02-01,1989-02-01
"301","JD","311","Gallegos et al, 2010","JD",NA,NA,"phytoplankton","pelagic","Rhode River, Chesapeake Bay, Maryland","No",NA,"No",NA,"Shannon only calculated for abundant species. Assumed that sampled/counted volume was 1 mL. Estuarine. It also looks like diversity is an average for each year and spans 7 sites from 1.4 km downstream to 6.4 km upstream in the estuary. ","Figure 3","All 7 stations",7,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"ml",1989,"2",1990,"2",21.46067416,NA,NA,21.91011236,NA,NA,1.1414791,NA,NA,1.085209003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1e-06,"m^3",301,"phytoplankton","Trwl",1989-02-01,1990-02-01
"302","JD","311","Gallegos et al, 2010","JD",NA,NA,"phytoplankton","pelagic","Rhode River, Chesapeake Bay, Maryland","No",NA,"No",NA,"Shannon only calculated for abundant species. Assumed that sampled/counted volume was 1 mL. Estuarine. It also looks like diversity is an average for each year and spans 7 sites from 1.4 km downstream to 6.4 km upstream in the estuary. ","Figure 3","All 7 stations",7,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"ml",1990,"2",1991,"2",21.91011236,NA,NA,21.34831461,NA,NA,1.085209003,NA,NA,1.197749196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1e-06,"m^3",302,"phytoplankton","Trwl",1990-02-01,1991-02-01
"303","JD","311","Gallegos et al, 2010","JD",NA,NA,"phytoplankton","pelagic","Rhode River, Chesapeake Bay, Maryland","No",NA,"No",NA,"Shannon only calculated for abundant species. Assumed that sampled/counted volume was 1 mL. Estuarine. It also looks like diversity is an average for each year and spans 7 sites from 1.4 km downstream to 6.4 km upstream in the estuary. ","Figure 3","All 7 stations",7,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"ml",1991,"2",1992,"2",21.34831461,NA,NA,19.21348315,NA,NA,1.197749196,NA,NA,1.077170418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1e-06,"m^3",303,"phytoplankton","Trwl",1991-02-01,1992-02-01
"304","JD","311","Gallegos et al, 2010","JD",NA,NA,"phytoplankton","pelagic","Rhode River, Chesapeake Bay, Maryland","No",NA,"No",NA,"Shannon only calculated for abundant species. Assumed that sampled/counted volume was 1 mL. Estuarine. It also looks like diversity is an average for each year and spans 7 sites from 1.4 km downstream to 6.4 km upstream in the estuary. ","Figure 3","All 7 stations",7,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"ml",1992,"2",1993,"2",19.21348315,NA,NA,20.2247191,NA,NA,1.077170418,NA,NA,1.414790997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1e-06,"m^3",304,"phytoplankton","Trwl",1992-02-01,1993-02-01
"305","JD","311","Gallegos et al, 2010","JD",NA,NA,"phytoplankton","pelagic","Rhode River, Chesapeake Bay, Maryland","No",NA,"No",NA,"Shannon only calculated for abundant species. Assumed that sampled/counted volume was 1 mL. Estuarine. It also looks like diversity is an average for each year and spans 7 sites from 1.4 km downstream to 6.4 km upstream in the estuary. ","Figure 3","All 7 stations",7,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"ml",1993,"2",1994,"2",20.2247191,NA,NA,22.13483146,NA,NA,1.414790997,NA,NA,1.784565916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1e-06,"m^3",305,"phytoplankton","Trwl",1993-02-01,1994-02-01
"306","JD","311","Gallegos et al, 2010","JD",NA,NA,"phytoplankton","pelagic","Rhode River, Chesapeake Bay, Maryland","No",NA,"No",NA,"Shannon only calculated for abundant species. Assumed that sampled/counted volume was 1 mL. Estuarine. It also looks like diversity is an average for each year and spans 7 sites from 1.4 km downstream to 6.4 km upstream in the estuary. ","Figure 3","All 7 stations",7,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"ml",1994,"2",1995,"2",22.13483146,NA,NA,21.12359551,NA,NA,1.784565916,NA,NA,1.696141479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1e-06,"m^3",306,"phytoplankton","Trwl",1994-02-01,1995-02-01
