"QC","Study.ID","Reference","Collector","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Loc","Event","Event.type","A.priori","Year.of.Event","Notes","Source","Site","PltSz","PltSz..units.","event_category","expected_change","event_notes","PlotSize","PlotSizeUnits","id","taxa","samp_method","n1","sub1","I1","P1","T1","T1m","SppR1","Shan1","Simps1","Even1","SppR1.SD","Shan1.SD","Simps1.SD","Even1.SD","Ind1.SD","n2","sub2","I2","P2","T2","T2m","SppR2","Shan2","Simps2","Even2","SppR2.SD","Shan2.SD","Simps2.SD","Even2.SD","Ind2.SD","Duration","yi_SppR_MD","vi_SppR_MD","yi_SppR_SMD","vi_SppR_SMD","yi_SppR_ROM","vi_SppR_ROM","yi_SppR_SMDH","vi_SppR_SMDH","yi_Shan_MD","vi_Shan_MD","yi_Shan_SMD","vi_Shan_SMD","yi_Shan_ROM","vi_Shan_ROM","yi_Shan_SMDH","vi_Shan_SMDH","yi_Even_MD","vi_Even_MD","yi_Even_SMD","vi_Even_SMD","yi_Even_ROM","vi_Even_ROM","yi_Even_SMDH","vi_Even_SMDH","temp_id","Scale","AbundUnitsOrig","study_sub_site","studyName","SiAreaCalc","SiLinearExtentUnits","site_id","mean_imps","mean_invs","mean_nuts","mean_pests","total_ltc","total_vocc","sliced_ltc","sliced_vocc"
"Y","340","Birchenough and Frid 2009","MH",NA,NA,"macrobenthic inverts (e.g. polychaetes, molluscs)","subtidal mudflat","United Kingdom","No","Stopped disposal of sewer sludge the year before the study","No",NA,"Sites 5 and 7 were control, other two impacted",NA,"St 5",0.1,"m^2","Restoration","Positive",NA,0.1,"m^2",183,"Mixed","Drdg",5,NA,255.3121577,NA,1999,4,35.86666667,NA,NA,NA,2.68328157299975,NA,NA,NA,NA,5,NA,331.0514786,NA,2001,4,45.73333333,NA,NA,NA,1.19256958725453,NA,NA,NA,NA,2,9.86666666,1.72444444408889,4.28964047370066,1.32005076968054,0.243019067398278,0.00125538527105309,4.28964047370066,1.76541148269849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"340_St 5",6.5438437461853,NA,11.3341890970866,0.162266656756401,0.128170009004813,73.3561213008057,0.510192513465841,233.896792465551
"Y","340","Birchenough and Frid 2009","MH",NA,NA,"macrobenthic inverts (e.g. polychaetes, molluscs)","subtidal mudflat","United Kingdom","No","Stopped disposal of sewer sludge the year before the study","No",NA,"Sites 5 and 7 were control, other two impacted",NA,"St 7",0.1,"m^2","Restoration","Positive",NA,0.1,"m^2",184,"Mixed","Drdg",5,NA,241.6575392,NA,1999,4,32.13333333,NA,NA,NA,8.64612951374454,NA,NA,NA,NA,5,NA,270.4271632,NA,2001,4,36.93333333,NA,NA,NA,2.38513917674513,NA,NA,NA,NA,2,4.8,16.0888888921778,0.683208487716647,0.423338691884403,0.139220572710165,0.0153138826924213,0.683208487716647,0.448732776578163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"340_St 7",6.52271401882172,NA,9.43525433540344,0.135067105293274,0.128170009004813,73.3561213008057,0.510192513465841,233.896792465551
"JD","347","de Loma, et al., 2009","AH",NA,NA,"All sizes of reef fish","coral reef","South Pacific","No",NA,"No",NA,"Fewer transects sampling pinnacles  in year 1 - see Table 1","Figure 1","1",250,"m^2",NA,NA,NA,250,"m^2",185,"fish","Vis",4,NA,NA,NA,1987,10,22.44,2.38,NA,NA,2.45,0.81,NA,NA,NA,9,NA,NA,NA,1991,10,14,2.02,NA,NA,7.3,0.44,NA,NA,NA,4,-8.44,7.42173611111111,-1.23495568221194,0.419769400996787,-0.471787751039237,0.0331898206130613,-1.44152355533258,0.346484002399435,-0.36,0.185536111111111,-0.592066740461188,0.374593535155739,-0.16400297627027,0.0342289854138795,-0.513628211277996,0.517859517702733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"347_1",3.47225779294968,0,0,0,0.0539862534748594,32.7371416916322,0.266034444173174,141.313928837472
"JD","347","de Loma, et al., 2009","AH",NA,NA,"All sizes of reef fish","coral reef","South Pacific","No",NA,"No",NA,"Fewer transects sampling pinnacles  in year 1 - see Table 1","Figure 1","2",250,"m^2",NA,NA,NA,250,"m^2",186,"fish","Vis",3,NA,NA,NA,1987,10,27.3,2.91,NA,NA,3.2,0.37,NA,NA,NA,9,NA,NA,NA,1991,10,23.8,2.66,NA,NA,6.4,0.7,NA,NA,NA,4,-3.5,7.96444444444445,-0.547344293138974,0.456927185079103,-0.137201121513485,0.0126144590953139,-0.638307648642292,0.357929572498455,-0.25,0.100077777777778,-0.356219867504647,0.449731635861321,-0.0898269583897935,0.0130835267783478,-0.412038557766225,0.359561798193315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"347_2",3.74734842777252,0,0,0,0.0539862534748594,32.7371416916322,0.266034444173174,141.313928837472
"JD","347","de Loma, et al., 2009","AH",NA,NA,"All sizes of reef fish","coral reef","South Pacific","No",NA,"No",NA,"Fewer transects sampling pinnacles  in year 1 - see Table 1","Figure 1","3",250,"m^2",NA,NA,NA,250,"m^2",187,"fish","Vis",4,NA,NA,NA,1987,10,26.7,2.83,NA,NA,2,0.77,NA,NA,NA,9,NA,NA,NA,1991,10,25.5,2.42,NA,NA,5.1,0.83,NA,NA,NA,4,-1.2,3.89,-0.249489044652389,0.36350514124194,-0.0459851132418234,0.00584718540027213,-0.288089497618579,0.267818539735472,-0.41,0.224769444444444,-0.468364094428461,0.36954822360918,-0.156509171486551,0.0315777567391542,-0.476269643167256,0.393421092845421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"347_3",3.46703761816025,0,0,0,0.0515362317347121,43.2359839249907,-0.084802468617759,-57.6628958274485
"JD","347","de Loma, et al., 2009","AH",NA,NA,"All sizes of reef fish","coral reef","South Pacific","No",NA,"No",NA,"Fewer transects sampling pinnacles  in year 1 - see Table 1","Figure 1","4",250,"m^2",NA,NA,NA,250,"m^2",188,"fish","Vis",4,NA,NA,NA,1987,10,26.3,3.26,NA,NA,4.7,0.47,NA,NA,NA,9,NA,NA,NA,1991,10,32.5,3.21,NA,NA,5.9,0.38,NA,NA,NA,4,6.2,9.39027777777778,1.02991189656253,0.401907977060381,0.211671150151973,0.0116458694537612,1.08097272050858,0.405124151637086,-0.0499999999999998,0.0712694444444444,-0.114378799030119,0.361614284559864,-0.0154562582366917,0.00675346871422292,-0.108798860329046,0.434833167605427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"347_4",3.43599784374237,0,0,0,0.0539862534748594,32.7371416916322,0.266034444173174,141.313928837472
"JD","347","de Loma, et al., 2009","AH",NA,NA,"All sizes of reef fish","coral reef","South Pacific","No",NA,"No",NA,"Fewer transects sampling pinnacles  in year 1 - see Table 1","Figure 1","5",250,"m^2",NA,NA,NA,250,"m^2",189,"fish","Vis",4,NA,NA,NA,1987,10,29,1.97,NA,NA,3.7,0.18,NA,NA,NA,12,NA,NA,NA,1991,10,14.1,1.7,NA,NA,6.1,0.72,NA,NA,NA,4,-14.9,6.52333333333333,-2.48327466832554,0.526041242031687,-0.721121032602351,0.0196665286775777,-2.79194202242786,0.532169960689281,-0.27,0.0513,-0.396545277146782,0.33824733823419,-0.147405291687727,0.017035241620282,-0.486346524386079,0.196584179834848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"347_5",3.25431307156881,0,0,0,0.0515362317347121,43.2359839249907,-0.084802468617759,-57.6628958274485
"JD","347","de Loma, et al., 2009","AH",NA,NA,"All sizes of reef fish","coral reef","South Pacific","No",NA,"No",NA,"Fewer transects sampling pinnacles  in year 1 - see Table 1","Figure 1","6",250,"m^2",NA,NA,NA,250,"m^2",190,"fish","Vis",8,NA,NA,NA,1987,10,26,2.73,NA,NA,7,0.48,NA,NA,NA,12,NA,NA,NA,1991,10,19.5,2.42,NA,NA,7.6,0.76,NA,NA,NA,4,-6.5,10.9383333333333,-0.844316852143811,0.226155107003684,-0.287682072451781,0.0217189896997589,-0.851979734434717,0.229348246630324,-0.31,0.0769333333333333,-0.446243686346456,0.213311669023435,-0.120534069028273,0.012083196180091,-0.467063795201287,0.19972138947406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"347_6",3.48069643974304,0,0,0,0.0539862534748594,32.7371416916322,0.266034444173174,141.313928837472
"JD","347","de Loma, et al., 2009","AH",NA,NA,"All sizes of reef fish","coral reef","South Pacific","No",NA,"No",NA,"Fewer transects sampling pinnacles  in year 1 - see Table 1","Figure 1","7",250,"m^2",NA,NA,NA,250,"m^2",191,"fish","Vis",4,NA,NA,NA,1987,10,29.8,3.09,NA,NA,6.8,0.79,NA,NA,NA,9,NA,NA,NA,1991,10,29.03,2.41,NA,NA,6.7,0.53,NA,NA,NA,4,-0.77,16.5477777777778,-0.106440364680936,0.361546863081627,-0.0261786154748203,0.0189359503494455,-0.106081393962701,0.399612505840808,-0.68,0.187236111111111,-1.03334937650452,0.402180762415814,-0.24854434340709,0.0217146687874118,-0.940077808880167,0.529884303435159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"347_7",3.34718656539917,0,0,0,0.0539862534748594,32.7371416916322,0.266034444173174,141.313928837472
"JD","347","de Loma, et al., 2009","AH",NA,NA,"All sizes of reef fish","coral reef","South Pacific","No",NA,"No",NA,"Fewer transects sampling pinnacles  in year 1 - see Table 1","Figure 1","8",250,"m^2",NA,NA,NA,250,"m^2",192,"fish","Vis",4,NA,NA,NA,1987,10,24,2.9,NA,NA,11.1,0.29,NA,NA,NA,9,NA,NA,NA,1991,10,22.3,2.26,NA,NA,9,0.58,NA,NA,NA,4,-1.7,39.8025,-0.164366948784441,0.362150207028523,-0.0734671518818725,0.0715746541567797,-0.156455053932439,0.435112138380244,-0.64,0.0584027777777778,-1.15055789425529,0.412025859881617,-0.249345923708234,0.00981807067463736,-1.29800436168423,0.356271721447035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"347_8",3.21734086672465,0,0,0,0.0515362317347121,43.2359839249907,-0.084802468617759,-57.6628958274485
"Y","350","Cartes et al 2009","MH",500,"um","fish and decapods","deep sea","Catalonian Coast (Mediterranian)","Yes","NAO","No","1988","sites are different depths","Fig 6","650-750m",4,"ha","NAO","Uncertain",NA,40000,"m^2",193,"Mixed","Trwl",5,NA,42.6,NA,1988,NA,16.24908425,1.0385,NA,NA,1.305221558,0.031815881,NA,NA,11.9387755102041,9,NA,11.7,NA,2008,NA,16.43436028,0.940449405,NA,NA,2.822198475,0.070144387,NA,NA,3.31632653061224,20,0.185276030000001,1.22569891112607,0.0715258464802872,0.31129382349378,0.0113377287699258,0.00456707541891671,0.078868869203119,0.257836945392256,-0.098050595,0.000749142837606318,-1.52577469962189,0.394253555182763,-0.0991747918754003,0.000805837092081431,-1.68498387766719,0.372337067317192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"350_650-750m",4.22202896975508,NA,0,0,0.0777911497568159,16.6107642591714,0.12816659656391,24.9738002287582
"Y","350","Cartes et al 2009","MH",500,"um","fish and decapods","deep sea","Catalonian Coast (Mediterranian)","Yes","NAO","No","1988","sites are different depths","Fig 6","750-950m",4,"ha","NAO","Uncertain",NA,40000,"m^2",194,"Mixed","Trwl",7,NA,42.6,NA,1988,NA,16.55208333,0.866507143,NA,NA,1.418133939,0.081783786,NA,NA,11.9387755102041,6,NA,11.7,NA,2008,NA,17.42042779,0.903058503,NA,NA,2.842908744,0.123284906,NA,NA,3.31632653061224,20,0.868344460000003,1.63432224049151,0.369714877942774,0.314781082253511,0.0511315536606148,0.00548736327389921,0.359464531522634,0.341977149979296,0.03655136,0.0034887071963563,0.330823822520578,0.313733209583314,0.041316986063739,0.00437885327114356,0.32492423293653,0.333424874214465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"350_750-950m",4.22202896975508,NA,0,0,0.0777911497568159,16.6107642591714,0.12816659656391,24.9738002287582
"Y","350","Cartes et al 2009","MH",500,"um","fish and decapods","deep sea","Catalonian Coast (Mediterranian)","Yes","NAO","No","1988","sites are different depths","Fig 6","950-1100m",4,"ha","NAO","Uncertain",NA,40000,"m^2",195,"Mixed","Trwl",9,NA,42.6,NA,1988,NA,13.97624135,0.790544286,NA,NA,2.775622747,0.078081812,NA,NA,11.9387755102041,4,NA,11.7,NA,2008,NA,15.25807005,0.877184524,NA,NA,2.89814713,0.12518623,NA,NA,3.31632653061224,20,1.2818287,2.9558232671889,0.42428194822057,0.36803477155672,0.0877497051195355,0.0134017376745233,0.420098575675303,0.413259902184428,0.086640238,0.00459531686375915,0.863420776608311,0.389784012552607,0.103995696038534,0.00617573751254509,0.772299837674588,0.522713617324203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"350_950-1100m",4.22202896975508,NA,0,0,0.0777911497568159,16.6107642591714,0.12816659656391,24.9738002287582
NA,"355","Borja et al. 2008","JD",NA,NA,"polychaetes, molluscs, crustaceans","subtidal mudflat","Nervion Estuary, Spain","Yes","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened",NA,"1885, 1985, 1991, 1995, 2001","Used data from Borja A, Muxika I, and Franco 2006 (MEPS) because they included some raw data from this Borjas et al 2008 study.","Figure 3","101",0.1,"m^2","Multiple","Uncertain",NA,0.1,"m^2",196,"Mixed","Drdg",2,1,5.200208594,NA,1989,10,9.071851226,2.187845304,NA,NA,NA,NA,NA,NA,NA,2,1,32.4597714,NA,2003,10,26.64581572,2.751381215,NA,NA,NA,NA,NA,NA,NA,14,17.573964494,NA,NA,NA,1.07745578205383,NA,NA,NA,0.563535911,NA,NA,NA,0.229185865538883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"355_101",NA,0,0,0,0.12461490671343,61.7654226881954,0.203911761442823,82.5559710424408
NA,"355","Borja et al. 2008","JD",NA,NA,"polychaetes, molluscs, crustaceans","subtidal mudflat","Nervion Estuary, Spain","Yes","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened",NA,"1885, 1985, 1991, 1995, 2001","Used data from Borja A, Muxika I, and Franco 2006 (MEPS) because they included some raw data from this Borjas et al 2008 study.","Figure 3","102",0.1,"m^2","Multiple","Uncertain",NA,0.1,"m^2",197,"Mixed","Drdg",2,1,1498.365892,NA,1989,10,15.99661877,0.828729282,NA,NA,NA,NA,NA,NA,NA,2,1,68.22060558,NA,2003,10,66.58664413,5.071823204,NA,NA,NA,NA,NA,NA,NA,14,50.59002536,NA,NA,NA,1.42612664581509,NA,NA,NA,4.243093922,NA,NA,NA,1.81156209616145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"355_102",8.09495735168457,79317.5,16.7901487350464,0.273454859852791,0.12461490671343,61.7654226881954,0.203911761442823,82.5559710424408
NA,"355","Borja et al. 2008","JD",NA,NA,"polychaetes, molluscs, crustaceans","subtidal mudflat","Nervion Estuary, Spain","Yes","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened",NA,"1885, 1985, 1991, 1995, 2001","Used data from Borja A, Muxika I, and Franco 2006 (MEPS) because they included some raw data from this Borjas et al 2008 study.","Figure 3","106",0.1,"m^2","Multiple","Uncertain",NA,0.1,"m^2",198,"Mixed","Drdg",2,1,205.06614,NA,1989,10,47.92899408,3.580110497,NA,NA,NA,NA,NA,NA,NA,2,1,137.8822333,NA,2003,10,55.38461538,4.640883978,NA,NA,NA,NA,NA,NA,NA,14,7.4556213,NA,NA,NA,0.144581228787034,NA,NA,NA,1.060773481,NA,NA,NA,0.259511195572871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"355_106",7.03930115699768,158635,34.0871505737305,0.555139765143394,0.12461490671343,61.7654226881954,0.203911761442823,82.5559710424408
NA,"355","Borja et al. 2008","JD",NA,NA,"polychaetes, molluscs, crustaceans","subtidal mudflat","Nervion Estuary, Spain","Yes","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened",NA,"1885, 1985, 1991, 1995, 2001","Used data from Borja A, Muxika I, and Franco 2006 (MEPS) because they included some raw data from this Borjas et al 2008 study.","Figure 3","110",0.1,"m^2","Multiple","Uncertain",NA,0.1,"m^2",199,"Mixed","Drdg",2,1,11.53280019,NA,1989,10,27.15976331,4.077348066,NA,NA,NA,NA,NA,NA,NA,2,1,23.62676654,NA,2003,10,47.92899408,4.839779006,NA,NA,NA,NA,NA,NA,NA,14,20.76923077,NA,NA,NA,0.567984037679578,NA,NA,NA,0.76243094,NA,NA,NA,0.171422266507263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"355_110",5.49073537190755,153082.7734375,30.6276696523031,0.498796314001083,0.12461490671343,61.7654226881954,0.203911761442823,82.5559710424408
NA,"355","Borja et al. 2008","JD",NA,NA,"polychaetes, molluscs, crustaceans","subtidal mudflat","Nervion Estuary, Spain","Yes","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened",NA,"1885, 1985, 1991, 1995, 2001","Used data from Borja A, Muxika I, and Franco 2006 (MEPS) because they included some raw data from this Borjas et al 2008 study.","Figure 3","111",0.1,"m^2","Multiple","Uncertain",NA,0.1,"m^2",200,"Mixed","Drdg",2,1,141.5051168,NA,1989,10,84.14201183,4.740331492,NA,NA,NA,NA,NA,NA,NA,2,1,28.43698667,NA,2003,10,82.5443787,5.701657459,NA,NA,NA,NA,NA,NA,NA,14,-1.59763313000001,NA,NA,NA,-0.0191699160348787,NA,NA,NA,0.961325967,NA,NA,NA,0.18464984656949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"355_111",8.06925789515177,153082.7734375,30.5000178019206,0.496661126613617,0.12461490671343,61.7654226881954,0.203911761442823,82.5559710424408
NA,"355","Borja et al. 2008","JD",NA,NA,"polychaetes, molluscs, crustaceans","subtidal mudflat","Nervion Estuary, Spain","Yes","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened",NA,"1885, 1985, 1991, 1995, 2001","Used data from Borja A, Muxika I, and Franco 2006 (MEPS) because they included some raw data from this Borjas et al 2008 study.","Figure 3","5",0.1,"m^2","Multiple","Uncertain",NA,0.1,"m^2",201,"Mixed","Drdg",2,1,86.70921057,NA,1990,10,5.264843909,0.26866614,NA,NA,NA,NA,NA,NA,NA,2,1,58.82980926,NA,2003,10,25.49969394,4.210997106,NA,NA,NA,NA,NA,NA,NA,13,20.234850031,NA,NA,NA,1.57761495150653,NA,NA,NA,3.942330966,NA,NA,NA,2.75198524737518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"355_5",NA,0,0,0,0.130263304778075,61.0897443024399,0.309111928765152,117.715218884795
NA,"355","Borja et al. 2008","JD",NA,NA,"polychaetes, molluscs, crustaceans","subtidal mudflat","Nervion Estuary, Spain","Yes","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened",NA,"1885, 1985, 1991, 1995, 2001","Used data from Borja A, Muxika I, and Franco 2006 (MEPS) because they included some raw data from this Borjas et al 2008 study.","Figure 3","6",0.1,"m^2","Multiple","Uncertain",NA,0.1,"m^2",202,"Mixed","Drdg",2,1,0,NA,1990,10,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,21.18671061,NA,2003,10,12.24852071,3.150223625,NA,NA,NA,NA,NA,NA,NA,13,12.24852071,NA,NA,NA,NA,NA,NA,NA,3.150223625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"355_6",NA,0,0,0,0.130263304778075,61.0897443024399,0.309111928765152,117.715218884795
NA,"355","Borja et al. 2008","JD",NA,NA,"polychaetes, molluscs, crustaceans","subtidal mudflat","Nervion Estuary, Spain","Yes","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened",NA,"1885, 1985, 1991, 1995, 2001","Used data from Borja A, Muxika I, and Franco 2006 (MEPS) because they included some raw data from this Borjas et al 2008 study.","Figure 3","8",0.1,"m^2","Multiple","Uncertain",NA,0.1,"m^2",203,"Mixed","Drdg",2,1,0,NA,1990,10,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,8.372417811,NA,2003,10,4.26035503,1.824256775,NA,NA,NA,NA,NA,NA,NA,13,4.26035503,NA,NA,NA,NA,NA,NA,NA,1.824256775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"355_8",NA,0,0,0,0.130263304778075,61.0897443024399,0.309111928765152,117.715218884795
NA,"360","Primo et al 2009","JD",335,"µm","estuarine zooplankton","estuary","Mondego estuary, Portugal","Yes","Flood, Drought, Flood","Yes","2003, 2005, 2006","Number of replicates = 3 months","Figure 3","M",0.19625,"m^2","Multiple","Uncertain",NA,0.19625,"m^2",204,"zooplankton","Trwl",3,0,NA,NA,2003,2,11.04702576,2.240177647,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,2006,2,17.22804122,2.427798011,NA,NA,NA,NA,NA,NA,NA,3,6.18101546,NA,NA,NA,0.444377130063451,NA,NA,NA,0.187620364,NA,NA,NA,0.080429508802228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"360_M",7.07085943222046,2758.33333333333,14.8967447280884,0.951389759778976,0.0873290962736254,22.7930067000704,1.13480901718138,299.06007541434
NA,"360","Primo et al 2009","JD",335,"µm","estuarine zooplankton","estuary","Mondego estuary, Portugal","Yes","Flood, Drought, Flood","Yes","2003, 2005, 2006","Number of replicates = 3 months","Figure 3","N1",0.19625,"m^2","Multiple","Uncertain",NA,0.19625,"m^2",205,"zooplankton","Trwl",3,0,NA,NA,2003,2,3.727663842,1.373966942,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,2006,2,9.512804479,1.745867769,NA,NA,NA,NA,NA,NA,NA,3,5.785140637,NA,NA,NA,0.936857009360067,NA,NA,NA,0.371900827,NA,NA,NA,0.239549587041543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"360_N1",7.11589193344116,5516.66666666667,21.166322072347,1.35182118415833,0.0873290962736254,22.7930067000704,1.13480901718138,299.06007541434
NA,"360","Primo et al 2009","JD",335,"µm","estuarine zooplankton","estuary","Mondego estuary, Portugal","Yes","Flood, Drought, Flood","Yes","2003, 2005, 2006","Number of replicates = 3 months","Figure 3","N2",0.19625,"m^2","Multiple","Uncertain",NA,0.19625,"m^2",206,"zooplankton","Trwl",3,0,NA,NA,2003,2,4.873255632,1.374686624,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,2006,2,8.05310197,1.296175315,NA,NA,NA,NA,NA,NA,NA,3,3.179846338,NA,NA,NA,0.502295133754727,NA,NA,NA,-0.078511309,NA,NA,NA,-0.0588079326238191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"360_N2",NA,0,0,0,0.0873290962736254,22.7930067000704,1.13480901718138,299.06007541434
NA,"360","Primo et al 2009","JD",335,"µm","estuarine zooplankton","estuary","Mondego estuary, Portugal","Yes","Flood, Drought, Flood","Yes","2003, 2005, 2006","Number of replicates = 3 months","Figure 3","S1",0.19625,"m^2","Multiple","Uncertain",NA,0.19625,"m^2",207,"zooplankton","Trwl",3,0,NA,NA,2003,2,13.60248447,2.390127429,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,2006,2,15.65217391,2.115694478,NA,NA,NA,NA,NA,NA,NA,3,2.04968944,NA,NA,NA,0.140357357651163,NA,NA,NA,-0.274432951,NA,NA,NA,-0.121963565102452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"360_S1",7.27136516571045,2758.33333333333,7.69762992858887,0.491588950157166,0.0873290962736254,22.7930067000704,1.13480901718138,299.06007541434
NA,"360","Primo et al 2009","JD",335,"µm","estuarine zooplankton","estuary","Mondego estuary, Portugal","Yes","Flood, Drought, Flood","Yes","2003, 2005, 2006","Number of replicates = 3 months","Figure 3","S2",0.19625,"m^2","Multiple","Uncertain",NA,0.19625,"m^2",208,"zooplankton","Trwl",3,0,NA,NA,2003,2,7.413751063,0.870488323,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,2006,2,9.750396974,0.50955414,NA,NA,NA,NA,NA,NA,NA,3,2.336645911,NA,NA,NA,0.273971471909944,NA,NA,NA,-0.360934183,NA,NA,NA,-0.535518236930752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"360_S2",NA,0,0,0,0.0873290962736254,22.7930067000704,1.13480901718138,299.06007541434
"Y","362","Conversi et al (2009)","PK",200,"uM","Mostly Copepods, but all large zooplankton","coastal shelf","Gulf of Trieste","No",NA,NA,NA,NA,"Table 1","Gulf of Trieste",18,"m^2",NA,NA,NA,18,"m^2",209,"Mixed","Trwl",1,144,2079,NA,1970,6,14,NA,NA,NA,3,NA,NA,NA,NA,1,204,4011,NA,2006,6,13,NA,NA,NA,3,NA,NA,NA,NA,36,-1,18,NA,NA,-0.0741079721537218,0.0991728052167613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"362_Gulf of Trieste",5.61569392681122,3252.63785807292,11.5864663124084,0.723649114370346,NA,NA,NA,NA
